Connection_Type,Component,Class,Run_Size,Outlet_Size,Makeup_Run_In,Makeup_Outlet_In
BW,FLG,150,0.5,,1.875,
BW,FLG,150,0.75,,2.0625,
BW,FLG,150,1,,2.1875,
BW,FLG,150,1.5,,2.4375,
BW,FLG,150,2,,2.5,
BW,FLG,150,3,,2.75,
BW,FLG,150,4,,3,
BW,FLG,150,6,,3.5,
BW,FLG,150,8,,4,
BW,FLG,150,10,,4,
BW,FLG,150,12,,4.5,
BW,FLG,150,14,,5,
BW,FLG,150,16,,5,
BW,FLG,150,18,,5.5,
BW,FLG,150,20,,5.6875,
BW,FLG,150,24,,6,
BW,FLG,150,30,,5.125,
SW,FLG,150,0.5,,0.375,
SW,FLG,150,0.75,,0.3125,
SW,FLG,150,1,,0.3125,
SW,FLG,150,1.25,,0.375,
SW,FLG,150,1.5,,0.375,
SW,FLG,150,2,,0.4375,
BW,VBL,150,0.5,,4.252,
BW,VBL,150,0.75,,4.6063,
BW,VBL,150,1,,5,
BW,VBL,150,1.25,,5.5118,
BW,VBL,150,1.5,,6.4961,
BW,VBL,150,2,,7.0079,
BW,VBL,150,2.5,,7.4803,
BW,VBL,150,3,,7.9921,
BW,VBL,150,4,,9.0157,
BW,VBL,150,6,,15.5118,
BW,VBL,150,8,,17.9921,
BW,VBL,150,10,,20.9843,
BW,VBL,150,12,,24.0157,
BW,VBL,150,14,,27.0079,
SW,VBL,150,2.5,,9.4882,
SW,VBL,150,3,,11.1024,
SW,VBL,150,4,,12.0079,
SW,VBL,150,6,,15.8661,
SW,VBL,150,8,,16.4961,
SW,VBL,150,10,,17.9921,
SW,VBL,150,12,,19.7638,
THRD,VBL,150,0.5,,5.5118,
THRD,VBL,150,0.75,,5.9843,
THRD,VBL,150,1,,6.4961,
THRD,VBL,150,1.25,,7.0079,
THRD,VBL,150,1.5,,7.4803,
THRD,VBL,150,2,,8.5039,
SW,VBLL,150,1.5,,7.4803,
SW,VBLL,150,2,,8.5039,
SW,VBLL,150,2.5,,9.4882,
SW,VBLL,150,3,,11.1024,
SW,VBLL,150,4,,12.0079,
SW,VBLL,150,6,,17.9921,
SW,VBLL,150,8,,20.5118,
SW,VBLL,150,10,,22.0079,
SW,VBLL,150,12,,25,
SW,VBLL,150,14,,30,
SW,VBLL,150,16,,32.9921,
BW,VCK,150,6,,15.9843,
BW,VCK,150,8,,19.4882,
BW,VCK,150,10,,24.4882,
BW,VCK,150,12,,27.4803,
SW,VCK,150,0.5,,4.252,
SW,VCK,150,0.75,,4.6063,
SW,VCK,150,1,,5,
SW,VCK,150,1.25,,5.5118,
SW,VCK,150,1.5,,6.4961,
SW,VCK,150,2,,7.9921,
SW,VCK,150,2.5,,8.5039,
SW,VCK,150,3,,9.4882,
SW,VCK,150,4,,11.4961,
SW,VCK,150,5,,14.0157,
BW,VGL,150,0.5,,4.252,
BW,VGL,150,0.75,,4.6063,
BW,VGL,150,1,,5,
BW,VGL,150,1.25,,5.5118,
BW,VGL,150,1.5,,6.4961,
BW,VGL,150,2,,7.9921,
BW,VGL,150,2.5,,8.5039,
BW,VGL,150,3,,9.4882,
BW,VGL,150,4,,11.4961,
BW,VGL,150,5,,14.0157,
BW,VGL,150,6,,15.9843,
BW,VGL,150,8,,19.4882,
BW,VGL,150,10,,24.4882,
BW,VGL,150,12,,27.4803,
BW,VGT,150,0.5,,4.252,
BW,VGT,150,0.75,,4.6063,
BW,VGT,150,1,,5,
BW,VGT,150,1.25,,5.5118,
BW,VGT,150,1.5,,6.4961,
BW,VGT,150,2,,8.5039,
BW,VGT,150,2.5,,9.4882,
BW,VGT,150,3,,11.1024,
BW,VGT,150,4,,12.0079,
BW,VGT,150,5,,15,
BW,VGT,150,6,,15.8661,
BW,VGT,150,8,,16.4961,
BW,VGT,150,10,,17.9921,
BW,VGT,150,12,,19.7638,
BW,VGT,150,14,,22.5197,
BW,VGT,150,16,,24.0157,
BW,VGT,150,18,,25.9843,
BW,VGT,150,20,,27.9921,
BW,VGT,150,22,,30,
BW,VGT,150,24,,32.0079,
BW,VSW,150,0.5,,4.252,
BW,VSW,150,0.75,,4.6063,
BW,VSW,150,1,,5,
BW,VSW,150,1.25,,5.5118,
BW,VSW,150,1.5,,6.4961,
BW,VSW,150,2,,7.9921,
BW,VSW,150,2.5,,8.5039,
BW,VSW,150,3,,9.4882,
BW,VSW,150,4,,11.4961,
BW,VSW,150,5,,12.9921,
BW,VSW,150,6,,14.0157,
BW,WOL,160,0.5,,1.1024,
BW,WOL,160,0.75,,1.2598,
BW,WOL,160,1,,1.4961,
BW,WOL,160,1.5,,2.0079,
BW,WOL,160,2,,2.1654,
BW,WOL,160,3,,1.1811,
BW,WOL,160,4,,1.1811,
BW,FLG,300,0.5,,2.0625,
BW,FLG,300,0.75,,2.25,
BW,FLG,300,1,,2.4375,
BW,FLG,300,1.5,,2.6875,
BW,FLG,300,2,,2.75,
BW,FLG,300,3,,3.125,
BW,FLG,300,4,,3.375,
BW,FLG,300,6,,3.875,
BW,FLG,300,8,,4.375,
BW,FLG,300,10,,4.625,
BW,FLG,300,12,,5.125,
BW,FLG,300,14,,5.625,
BW,FLG,300,16,,5.75,
BW,FLG,300,18,,6.25,
BW,FLG,300,20,,6.375,
BW,FLG,300,24,,6.625,
BW,FLG,300,30,,8.25,
SW,FLG,300,0.5,,0.625,
SW,FLG,300,0.75,,0.6875,
SW,FLG,300,1,,0.6875,
SW,FLG,300,1.25,,0.625,
SW,FLG,300,1.5,,0.6875,
SW,FLG,300,2,,0.75,
BW,FLGO,300,1,,3.25,
BW,FLGO,300,1.5,,3.375,
BW,FLGO,300,2,,3.375,
BW,FLGO,300,3,,3.5,
BW,FLGO,300,4,,3.625,
BW,FLGO,300,6,,3.9375,
BW,FLGO,300,8,,4.375,
BW,FLGO,300,10,,4.625,
BW,FLGO,300,12,,5.125,
BW,FLGO,300,14,,5.625,
BW,FLGO,300,16,,5.75,
BW,FLGO,300,18,,6.25,
BW,FLGO,300,20,,6.375,
BW,FLGO,300,24,,6.625,
BW,VBL,300,0.5,,5.5118,
BW,VBL,300,0.75,,5.9843,
BW,VBL,300,1,,6.4961,
BW,VBL,300,1.25,,7.0079,
BW,VBL,300,1.5,,7.4803,
BW,VBL,300,2,,8.5039,
BW,VBL,300,2.5,,9.4882,
BW,VBL,300,3,,11.1024,
BW,VBL,300,4,,12.0079,
BW,VBL,300,6,,15.8661,
BW,VBL,300,8,,19.7638,
BW,VBL,300,10,,22.3622,
BW,VBL,300,12,,25.5118,
BW,VBL,300,14,,30,
BW,VBL,300,16,,32.9921,
BW,VBL,300,18,,35.9843,
BW,VBL,300,20,,39.0157,
BW,VBL,300,24,,45,
SW,VBL,300,0.5,,5.5118,
SW,VBL,300,0.75,,5.9843,
SW,VBL,300,1,,6.4961,
SW,VBL,300,1.25,,7.0079,
SW,VBL,300,1.5,,7.4803,
SW,VBL,300,2,,8.5039,
SW,VBL,300,2.5,,9.4882,
SW,VBL,300,3,,11.1024,
SW,VBL,300,4,,12.0079,
THRD,VBL,300,6,,15.8661,
THRD,VBL,300,8,,16.4961,
THRD,VBL,300,10,,17.9921,
THRD,VBL,300,12,,19.7638,
THRD,VBL,300,14,,22.5197,
THRD,VBL,300,16,,24.0157,
THRD,VBL,300,18,,25.9843,
THRD,VBL,300,20,,27.9921,
THRD,VBL,300,24,,31.9685,
SW,VBLL,300,1.5,,7.4803,
SW,VBLL,300,2,,8.5039,
SW,VBLL,300,2.5,,9.4882,
SW,VBLL,300,3,,11.1024,
SW,VBLL,300,4,,12.0079,
THRD,VBLL,300,6,,17.9921,
THRD,VBLL,300,8,,20.5118,
THRD,VBLL,300,10,,22.0079,
THRD,VBLL,300,12,,25,
THRD,VBLL,300,14,,30,
THRD,VBLL,300,16,,32.9921,
THRD,VBLL,300,18,,35.9843,
THRD,VBLL,300,20,,39.0157,
THRD,VBLL,300,22,,42.9921,
THRD,VBLL,300,24,,45,
BW,VCK,300,0.5,,5.9843,
BW,VCK,300,0.75,,7.0079,
BW,VCK,300,1,,7.9921,
BW,VCK,300,1.25,,8.5039,
BW,VCK,300,1.5,,9.0157,
BW,VCK,300,2,,10.5118,
BW,VCK,300,2.5,,11.4961,
BW,VCK,300,3,,12.5197,
BW,VCK,300,4,,14.0157,
BW,VCK,300,5,,15.748,
BW,VCK,300,6,,17.4803,
BW,VCK,300,8,,22.0079,
BW,VCK,300,10,,24.4882,
BW,VCK,300,12,,27.9921,
BW,VGL,300,0.5,,5.9843,
BW,VGL,300,0.75,,7.0079,
BW,VGL,300,1,,7.9921,
BW,VGL,300,1.25,,8.5039,
BW,VGL,300,1.5,,9.0157,
BW,VGL,300,2,,10.5118,
BW,VGL,300,2.5,,11.4961,
BW,VGL,300,3,,12.5197,
BW,VGL,300,4,,14.0157,
BW,VGL,300,5,,15.748,
BW,VGL,300,6,,17.4803,
BW,VGL,300,8,,22.0079,
BW,VGL,300,10,,24.4882,
BW,VGL,300,12,,27.9921,
BW,VGT,300,0.5,,5.5118,
BW,VGT,300,0.75,,5.9843,
BW,VGT,300,1,,6.4961,
BW,VGT,300,1.25,,7.0079,
BW,VGT,300,1.5,,7.4803,
BW,VGT,300,2,,8.5039,
BW,VGT,300,2.5,,9.4882,
BW,VGT,300,3,,11.1024,
BW,VGT,300,4,,12.0079,
BW,VGT,300,5,,15,
BW,VGT,300,6,,15.8661,
BW,VGT,300,8,,16.4961,
BW,VGT,300,10,,17.9921,
BW,VGT,300,12,,19.7638,
BW,VGT,300,14,,30,
BW,VGT,300,16,,32.9921,
BW,VGT,300,18,,35.9843,
BW,VGT,300,20,,39.0157,
BW,VGT,300,22,,42.9921,
BW,VGT,300,24,,45,
BW,VSW,300,1,,8.5039,
BW,VSW,300,1.25,,9.0157,
BW,VSW,300,1.5,,9.4882,
BW,VSW,300,2,,10.5118,
BW,VSW,300,2.5,,11.4961,
BW,VSW,300,3,,12.5197,
BW,VSW,300,4,,14.0157,
BW,VSW,300,5,,15.748,
BW,VSW,300,6,,17.4803,
BW,VSW,300,8,,20.9843,
BW,VSW,300,10,,24.4882,
BW,VSW,300,12,,27.9921,
BW,FLG,600,0.5,,2.3125,
BW,FLG,600,0.75,,2.5,
BW,FLG,600,1,,2.6875,
BW,FLG,600,1.5,,3,
BW,FLG,600,2,,3.125,
BW,FLG,600,3,,3.5,
BW,FLG,600,4,,4.25,
BW,FLG,600,6,,4.875,
BW,FLG,600,8,,5.5,
BW,FLG,600,10,,6.5,
BW,FLG,600,12,,6.375,
BW,FLG,600,14,,6.75,
BW,FLG,600,16,,7.25,
BW,FLG,600,18,,7.5,
BW,FLG,600,20,,7.75,
BW,FLG,600,24,,8.25,
BW,FLG,600,30,,10,
SW,FLG,600,0.5,,0.875,
SW,FLG,600,0.75,,0.9375,
SW,FLG,600,1,,0.9375,
SW,FLG,600,1.25,,0.9375,
SW,FLG,600,1.5,,1,
SW,FLG,600,2,,1.125,
BW,FLGO,600,1,,3.25,
BW,FLGO,600,1.5,,3.375,
BW,FLGO,600,2,,3.375,
BW,FLGO,600,3,,3.5,
BW,FLGO,600,4,,4.25,
BW,FLGO,600,6,,4.875,
BW,FLGO,600,8,,5.5,
BW,FLGO,600,10,,6.25,
BW,FLGO,600,12,,6.375,
BW,FLGO,600,14,,6.75,
BW,FLGO,600,16,,7.25,
BW,FLGO,600,18,,7.5,
BW,FLGO,600,20,,7.75,
BW,FLGO,600,24,,8.25,
BW,VBL,600,0.5,,6.4961,
BW,VBL,600,0.75,,7.4803,
BW,VBL,600,1,,8.5039,
BW,VBL,600,1.25,,9.0157,
BW,VBL,600,1.5,,9.4882,
BW,VBL,600,2,,11.4961,
BW,VBL,600,2.5,,12.9921,
BW,VBL,600,3,,14.0157,
BW,VBL,600,4,,17.0079,
BW,VBL,600,6,,22.0079,
BW,VBL,600,8,,25.9843,
BW,VBL,600,10,,30.9843,
BW,VBL,600,12,,32.9921,
BW,VBL,600,14,,35,
BW,VBL,600,16,,39.0157,
BW,VBL,600,18,,42.9921,
BW,VBL,600,20,,47.0079,
BW,VBL,600,22,,50.9843,
BW,VBL,600,24,,55,
SW,VBL,600,3,,14.0157,
SW,VBL,600,4,,17.0079,
SW,VBL,600,6,,22.0079,
SW,VBL,600,8,,25.9843,
SW,VBL,600,10,,30.9843,
SW,VBL,600,12,,32.9921,
SW,VBL,600,14,,35,
SW,VBL,600,16,,39.0157,
SW,VBL,600,18,,42.9921,
SW,VBL,600,20,,47.0079,
SW,VBL,600,22,,50.9843,
SW,VBL,600,24,,55,
THRD,VBL,600,0.5,,6.4961,
THRD,VBL,600,0.75,,7.4803,
THRD,VBL,600,1,,8.5039,
THRD,VBL,600,1.25,,9.0157,
THRD,VBL,600,1.5,,9.4882,
THRD,VBL,600,2,,11.4961,
THRD,VBL,600,2.5,,12.9921,
BW,VCK,600,0.5,,6.4961,
BW,VCK,600,0.75,,7.4803,
BW,VCK,600,1,,8.5039,
BW,VCK,600,1.25,,9.0157,
BW,VCK,600,1.5,,9.4882,
BW,VCK,600,2,,11.4961,
BW,VCK,600,2.5,,12.9921,
BW,VCK,600,3,,14.0157,
BW,VCK,600,4,,17.0079,
BW,VCK,600,5,,20,
BW,VCK,600,6,,22.0079,
BW,VCK,600,8,,25.9843,
BW,VCK,600,10,,30.9843,
BW,VCK,600,12,,32.9921,
BW,VCK,600,14,,35,
BW,VCK,600,16,,39.0157,
BW,VCK,600,18,,42.9921,
BW,VCK,600,20,,47.0079,
BW,VCK,600,22,,50.9843,
BW,VCK,600,24,,55,
BW,VCKS,600,1,,5.2362,
BW,VCKS,600,1.25,,5.748,
BW,VCKS,600,1.5,,5.9843,
BW,VCKS,600,2,,7.0079,
BW,VCKS,600,2.5,,8.5039,
BW,VCKS,600,3,,10,
BW,VCKS,600,4,,12.0079,
BW,VCKS,600,5,,15,
BW,VCKS,600,6,,17.9921,
BW,VCKS,600,8,,22.9921,
BW,VCKS,600,10,,27.9921,
BW,VCKS,600,12,,32.0079,
BW,VGL,600,0.5,,6.4961,
BW,VGL,600,0.75,,7.4803,
BW,VGL,600,1,,8.5039,
BW,VGL,600,1.25,,9.0157,
BW,VGL,600,1.5,,9.4882,
BW,VGL,600,2,,11.4961,
BW,VGL,600,2.5,,12.9921,
BW,VGL,600,3,,14.0157,
BW,VGL,600,4,,17.0079,
BW,VGL,600,5,,20,
BW,VGL,600,6,,22.0079,
BW,VGL,600,8,,25.9843,
BW,VGL,600,10,,30.9843,
BW,VGL,600,12,,32.9921,
BW,VGL,600,14,,35,
BW,VGL,600,16,,39.0157,
BW,VGL,600,18,,42.9921,
BW,VGL,600,20,,47.0079,
BW,VGL,600,22,,50.9843,
BW,VGL,600,24,,55,
BW,VGLS,600,1,,5.2362,
BW,VGLS,600,1.25,,5.748,
BW,VGLS,600,1.5,,5.9843,
BW,VGLS,600,2,,7.0079,
BW,VGLS,600,2.5,,8.5039,
BW,VGLS,600,3,,10,
BW,VGLS,600,4,,12.0079,
BW,VGLS,600,5,,15,
BW,VGLS,600,6,,17.9921,
BW,VGLS,600,8,,22.9921,
BW,VGLS,600,10,,27.9921,
BW,VGLS,600,12,,32.0079,
BW,VGT,600,0.5,,6.4961,
BW,VGT,600,0.75,,7.4803,
BW,VGT,600,1,,8.5039,
BW,VGT,600,1.25,,9.0157,
BW,VGT,600,1.5,,9.4882,
BW,VGT,600,2,,11.4961,
BW,VGT,600,2.5,,12.9921,
BW,VGT,600,3,,14.0157,
BW,VGT,600,4,,17.0079,
BW,VGT,600,5,,20,
BW,VGT,600,6,,22.0079,
BW,VGT,600,8,,25.9843,
BW,VGT,600,10,,30.9843,
BW,VGT,600,12,,32.9921,
BW,VGT,600,14,,35,
BW,VGT,600,16,,39.0157,
BW,VGT,600,18,,42.9921,
BW,VGT,600,20,,47.0079,
BW,VGT,600,22,,50.9843,
BW,VGT,600,24,,55,
BW,VGTS,600,1,,5.2362,
BW,VGTS,600,1.25,,5.748,
BW,VGTS,600,1.5,,5.9843,
BW,VGTS,600,2,,7.0079,
BW,VGTS,600,2.5,,8.5039,
BW,VGTS,600,3,,10,
BW,VGTS,600,4,,12.0079,
BW,VGTS,600,5,,15,
BW,VGTS,600,6,,17.9921,
BW,VGTS,600,8,,22.9921,
BW,VGTS,600,10,,27.9921,
BW,VGTS,600,12,,32.0079,
BW,VGTS,600,14,,35,
BW,VGTS,600,16,,39.0157,
BW,VGTS,600,18,,42.9921,
BW,VGTS,600,20,,47.0079,
BW,VGTS,600,24,,55,
BW,VSW,600,0.5,,6.4961,
BW,VSW,600,0.75,,7.4803,
BW,VSW,600,1,,8.5039,
BW,VSW,600,1.25,,9.0157,
BW,VSW,600,1.5,,9.4882,
BW,VSW,600,2,,11.4961,
BW,VSW,600,2.5,,12.9921,
BW,VSW,600,3,,14.0157,
BW,VSW,600,4,,17.0079,
BW,VSW,600,5,,20,
BW,VSW,600,6,,22.0079,
BW,VSW,600,8,,25.9843,
BW,VSW,600,10,,30.9843,
BW,VSW,600,12,,32.9921,
BW,VSW,600,14,,35,
BW,VSW,600,16,,39.0157,
BW,VSW,600,18,,42.9921,
BW,VSW,600,20,,47.0079,
BW,VSW,600,22,,50.9843,
BW,VSW,600,24,,55,
SW,VCK,800,0.25,,3.25,
SW,VCK,800,0.375,,3.25,
SW,VCK,800,0.5,,3.54,
SW,VCK,800,0.75,,3.54,
SW,VCK,800,1,,4.33,
SW,VCK,800,1.25,,5,
SW,VCK,800,1.5,,6.1,
SW,VCK,800,2,,6.69,
THRD,VCK,800,1,,4.33,
THRD,VCK,800,1.25,,5,
THRD,VCK,800,1.5,,6.1,
THRD,VCK,800,2,,6.69,
THRD,VCK,800,0.25,,3.25,
THRD,VCK,800,0.375,,3.25,
THRD,VCK,800,0.5,,3.54,
THRD,VCK,800,0.75,,3.54,
BW,VGL,800,0.25,,3.25,
BW,VGL,800,0.375,,3.25,
BW,VGL,800,0.5,,3.25,
BW,VGL,800,0.75,,3.5,
BW,VGL,800,1,,4.5,
BW,VGL,800,1.25,,6.25,
BW,VGL,800,1.5,,6.25,
BW,VGL,800,2,,7.25,
BW,VGL,800,0.25,,3.25,
BW,VGL,800,0.375,,3.25,
BW,VGL,800,0.5,,3.25,
BW,VGL,800,0.75,,3.5,
BW,VGL,800,1,,4.5,
BW,VGL,800,1.25,,6.25,
BW,VGL,800,1.5,,6.25,
BW,VGL,800,2,,7.25,
SW,VGL,800,0.25,,3.25,
SW,VGL,800,0.375,,3.25,
SW,VGL,800,0.5,,3.25,
SW,VGL,800,0.75,,3.5,
SW,VGL,800,1,,4.5,
SW,VGL,800,1.25,,6.25,
SW,VGL,800,1.5,,6.25,
SW,VGL,800,2,,7.25,
THRD,VGL,800,0.25,,3.25,
THRD,VGL,800,0.375,,3.25,
THRD,VGL,800,0.5,,3.25,
THRD,VGL,800,0.75,,3.5,
THRD,VGL,800,1,,4.5,
THRD,VGL,800,1.25,,6.25,
THRD,VGL,800,1.5,,6.25,
THRD,VGL,800,2,,7.25,
BW,VGT,800,0.25,,3.25,
BW,VGT,800,0.375,,3.25,
BW,VGT,800,0.5,,3.25,
BW,VGT,800,0.75,,3.5,
BW,VGT,800,1,,3.88,
BW,VGT,800,1.25,,4.75,
BW,VGT,800,1.5,,4.75,
BW,VGT,800,2,,5.5,
BW,VGT,800,0.25,,3.25,
BW,VGT,800,0.375,,3.25,
BW,VGT,800,0.5,,3.25,
BW,VGT,800,0.75,,3.5,
BW,VGT,800,1,,3.88,
BW,VGT,800,1.25,,4.75,
BW,VGT,800,1.5,,4.75,
BW,VGT,800,2,,5.5,
SW,VGT,800,0.25,,3.25,
SW,VGT,800,0.375,,3.25,
SW,VGT,800,0.5,,3.25,
SW,VGT,800,0.75,,3.5,
SW,VGT,800,1,,3.88,
SW,VGT,800,1.25,,4.75,
SW,VGT,800,1.5,,4.75,
SW,VGT,800,2,,5.5,
THRD,VGT,800,0.25,,3.25,
THRD,VGT,800,0.375,,3.25,
THRD,VGT,800,0.5,,3.25,
THRD,VGT,800,0.75,,3.5,
THRD,VGT,800,1,,3.88,
THRD,VGT,800,1.25,,4.75,
THRD,VGT,800,1.5,,4.75,
THRD,VGT,800,2,,5.5,
BW,VPL,800,0.25,,3.25,
BW,VPL,800,0.375,,3.25,
BW,VPL,800,0.5,,3.25,
BW,VPL,800,0.75,,3.5,
BW,VPL,800,1,,3.88,
BW,VPL,800,1.25,,4.75,
BW,VPL,800,1.5,,4.75,
BW,VPL,800,2,,5.5,
SW,VPL,800,0.25,,3.25,
SW,VPL,800,0.375,,3.25,
SW,VPL,800,0.5,,3.25,
SW,VPL,800,0.75,,3.5,
SW,VPL,800,1,,3.88,
SW,VPL,800,1.25,,4.75,
SW,VPL,800,1.5,,4.75,
SW,VPL,800,2,,5.5,
THRD,VPL,800,0.25,,3.25,
THRD,VPL,800,0.375,,3.25,
THRD,VPL,800,0.5,,3.25,
THRD,VPL,800,0.75,,3.5,
THRD,VPL,800,1,,3.88,
THRD,VPL,800,1.25,,4.75,
THRD,VPL,800,1.5,,4.75,
THRD,VPL,800,2,,5.5,
THRD,VSOL,800,0.25,,3.25,
THRD,VSOL,800,0.375,,3.25,
THRD,VSOL,800,0.5,,3.25,
THRD,VSOL,800,0.75,,3.5,
THRD,VSOL,800,1,,4.5,
THRD,VSOL,800,1.25,,6.25,
THRD,VSOL,800,1.5,,6.25,
THRD,VSOL,800,2,,7.25,
BW,VSW,800,0.5,,3.54,
BW,VSW,800,0.75,,3.54,
BW,VSW,800,1,,4.33,
BW,VSW,800,1.25,,5,
BW,VSW,800,1.5,,5,
BW,VSW,800,2,,8.26,
BW,VSW,800,0.5,,3.54,
BW,VSW,800,0.75,,3.54,
BW,VSW,800,1,,4.33,
BW,VSW,800,1.25,,5,
BW,VSW,800,1.5,,5,
BW,VSW,800,2,,8.26,
SW,VSW,800,0.5,,3.54,
SW,VSW,800,0.75,,3.54,
SW,VSW,800,1,,4.33,
SW,VSW,800,1.25,,5,
SW,VSW,800,1.5,,5,
SW,VSW,800,2,,8.26,
THRD,VSW,800,0.5,,3.54,
THRD,VSW,800,0.75,,3.54,
THRD,VSW,800,1,,4.33,
THRD,VSW,800,1.25,,5,
THRD,VSW,800,1.5,,5,
THRD,VSW,800,2,,8.26,
BW,VYG,800,0.5,,4.72,
BW,VYG,800,0.75,,4.72,
BW,VYG,800,1,,5.12,
BW,VYG,800,1.5,,7.17,
BW,VYG,800,2,,7.68,
SW,VYG,800,0.5,,4.72,
SW,VYG,800,0.75,,4.72,
SW,VYG,800,1,,5.12,
SW,VYG,800,1.5,,7.17,
SW,VYG,800,2,,7.68,
THRD,VYG,800,0.5,,4.72,
THRD,VYG,800,0.75,,4.72,
THRD,VYG,800,1,,5.12,
THRD,VYG,800,1.5,,7.17,
THRD,VYG,800,2,,7.68,
BW,FLG,900,3,,4.25,
BW,FLG,900,4,,4.75,
BW,FLG,900,6,,5.75,
BW,FLG,900,8,,6.625,
BW,FLG,900,10,,7.5,
BW,FLG,900,12,,8.125,
BW,FLG,900,14,,8.625,
BW,FLG,900,16,,8.75,
BW,FLG,900,18,,9.25,
BW,FLG,900,20,,10,
BW,FLG,900,24,,11.75,
SW,FLG,900,0.5,,1.25,
SW,FLG,900,0.75,,1.3125,
SW,FLG,900,1,,1.5,
SW,FLG,900,1.25,,1.4375,
SW,FLG,900,1.5,,1.5,
SW,FLG,900,2,,1.9375,
BW,FLGO,900,1,,3.5,
BW,FLGO,900,1.5,,3.75,
BW,FLGO,900,2,,4.25,
BW,FLGO,900,3,,4.25,
BW,FLGO,900,4,,4.75,
BW,FLGO,900,6,,5.75,
BW,FLGO,900,8,,6.625,
BW,FLGO,900,10,,7.5,
BW,FLGO,900,12,,8.125,
BW,FLGO,900,14,,8.625,
BW,FLGO,900,16,,8.75,
BW,FLGO,900,18,,9.25,
BW,FLGO,900,20,,10,
BW,FLGO,900,24,,11.75,
BW,FLG,1500,0.5,,2.625,
BW,FLG,1500,0.75,,3,
BW,FLG,1500,1,,3.125,
BW,FLG,1500,1.5,,3.5,
BW,FLG,1500,2,,4.25,
BW,FLG,1500,3,,4.875,
BW,FLG,1500,4,,5.125,
BW,FLG,1500,6,,7,
BW,FLG,1500,8,,8.625,
BW,FLG,1500,10,,10.25,
BW,FLG,1500,12,,11.375,
BW,FLG,1500,14,,12,
BW,FLG,1500,16,,12.5,
BW,FLG,1500,18,,13.125,
BW,FLG,1500,20,,14.25,
BW,FLG,1500,24,,16.25,
SW,FLG,1500,0.5,,1.25,
SW,FLG,1500,0.75,,1.3125,
SW,FLG,1500,1,,1.5,
SW,FLG,1500,1.25,,1.4375,
SW,FLG,1500,1.5,,1.5,
SW,FLG,1500,2,,1.9375,
SW,VCK,1500,0.25,,3.14,
SW,VCK,1500,0.375,,3.14,
THRD,VCK,1500,0.25,,3.14,
THRD,VCK,1500,0.375,,3.14,
THRD,VCK,1500,0.5,,3.54,
THRD,VCK,1500,0.75,,4.33,
THRD,VCK,1500,1,,5,
THRD,VCK,1500,1.25,,6.1,
THRD,VCK,1500,1.5,,6.69,
THRD,VCK,1500,2,,8.26,
THRD,VCK,1500,0.5,,3.54,
THRD,VCK,1500,0.75,,4.33,
THRD,VCK,1500,1,,5,
THRD,VCK,1500,1.25,,6.1,
THRD,VCK,1500,1.5,,6.69,
THRD,VCK,1500,2,,8.26,
BW,VGL,1500,0.25,,3.5,
BW,VGL,1500,0.375,,3.5,
BW,VGL,1500,0.5,,3.5,
BW,VGL,1500,0.75,,4.5,
BW,VGL,1500,1,,6.25,
BW,VGL,1500,1.25,,7.25,
BW,VGL,1500,1.5,,7.25,
BW,VGL,1500,2,,7.25,
BW,VGL,1500,0.25,,3.5,
BW,VGL,1500,0.375,,3.5,
BW,VGL,1500,0.5,,3.5,
BW,VGL,1500,0.75,,4.5,
BW,VGL,1500,1,,6.25,
BW,VGL,1500,1.25,,7.25,
BW,VGL,1500,1.5,,7.25,
BW,VGL,1500,2,,7.25,
SW,VGL,1500,0.25,,3.5,
SW,VGL,1500,0.375,,3.5,
SW,VGL,1500,0.5,,3.5,
SW,VGL,1500,0.75,,4.5,
SW,VGL,1500,1,,6.25,
SW,VGL,1500,1.25,,7.25,
SW,VGL,1500,1.5,,7.25,
SW,VGL,1500,2,,7.25,
THRD,VGL,1500,0.25,,3.5,
THRD,VGL,1500,0.375,,3.5,
THRD,VGL,1500,0.5,,3.5,
THRD,VGL,1500,0.75,,4.5,
THRD,VGL,1500,1,,6.25,
THRD,VGL,1500,1.25,,7.25,
THRD,VGL,1500,1.5,,7.25,
THRD,VGL,1500,2,,7.25,
BW,VGT,1500,0.25,,3.5,
BW,VGT,1500,0.375,,3.5,
BW,VGT,1500,0.5,,3.5,
BW,VGT,1500,0.75,,3.88,
BW,VGT,1500,1,,4.75,
BW,VGT,1500,1.25,,5.5,
BW,VGT,1500,1.5,,5.5,
BW,VGT,1500,2,,6.25,
BW,VGT,1500,0.25,,3.5,
BW,VGT,1500,0.375,,3.5,
BW,VGT,1500,0.5,,3.5,
BW,VGT,1500,0.75,,3.88,
BW,VGT,1500,1,,4.75,
BW,VGT,1500,1.25,,5.5,
BW,VGT,1500,1.5,,5.5,
BW,VGT,1500,2,,6.25,
SW,VGT,1500,0.25,,3.5,
SW,VGT,1500,0.375,,3.5,
SW,VGT,1500,0.5,,3.5,
SW,VGT,1500,0.75,,3.88,
SW,VGT,1500,1,,4.75,
SW,VGT,1500,1.25,,5.5,
SW,VGT,1500,1.5,,5.5,
SW,VGT,1500,2,,6.25,
THRD,VGT,1500,0.25,,3.5,
THRD,VGT,1500,0.375,,3.5,
THRD,VGT,1500,0.5,,3.5,
THRD,VGT,1500,0.75,,3.88,
THRD,VGT,1500,1,,4.75,
