Connection_Type,Component,Class,Run_Size,Outlet_Size,Makeup_Run_In,Makeup_Outlet_In
BU,VSPL,REMOVED,4,,14.0157,
BU,VSPL,REMOVED,5,,15.748,
BU,VSPL,REMOVED,6,,17.4803,
BU,VSPL,REMOVED,8,,22.0079,
BU,VSPL,REMOVED,10,,24.4882,
BU,VSPL,REMOVED,12,,27.9921,
BU,VSPL,REMOVED,0.5,,6.4961,
BU,VSPL,REMOVED,0.75,,7.4803,
BU,VSPL,REMOVED,1,,8.5039,
BU,VSPL,REMOVED,1.25,,9.0157,
BU,VSPL,REMOVED,1.5,,9.4882,
BU,VSPL,REMOVED,2,,11.4961,
BU,VSPL,REMOVED,2.5,,12.9921,
BU,VSPL,REMOVED,3,,14.0157,
BU,VSPL,REMOVED,4,,17.0079,
BU,VSPL,REMOVED,5,,20,
BU,VSPL,REMOVED,6,,22.0079,
BU,VSPL,REMOVED,8,,25.9843,
BU,VSPL,REMOVED,10,,30.9843,
BU,VSPL,REMOVED,12,,32.9921,
BU,VSPL,REMOVED,14,,35,
BU,VSPL,REMOVED,16,,39.0157,
BU,VSPL,REMOVED,18,,42.9921,
BU,VSPL,REMOVED,20,,47.0079,
BU,VSPL,REMOVED,22,,50.9843,
BU,VSPL,REMOVED,24,,55,
BU,VSW,REMOVED,0.5,,4.252,
BU,VSW,REMOVED,0.75,,4.6063,
BU,VSW,REMOVED,1,,5,
BU,VSW,REMOVED,1.25,,5.5118,
BU,VSW,REMOVED,1.5,,6.4961,
BU,VSW,REMOVED,2,,7.9921,
BU,VSW,REMOVED,2.5,,8.5039,
BU,VSW,REMOVED,3,,9.4882,
BU,VSW,REMOVED,4,,11.4961,
BU,VSW,REMOVED,5,,12.9921,
BU,VSW,REMOVED,6,,14.0157,
BU,VSW,REMOVED,8,,19.4882,
BU,VSW,REMOVED,10,,24.4882,
BU,VSW,REMOVED,12,,27.4803,
BU,VSW,REMOVED,16,,34.0157,
BU,VSW,REMOVED,1,,8.5039,
BU,VSW,REMOVED,1.25,,9.0157,
BU,VSW,REMOVED,1.5,,9.4882,
BU,VSW,REMOVED,2,,10.5118,
BU,VSW,REMOVED,2.5,,11.4961,
BU,VSW,REMOVED,3,,12.5197,
BU,VSW,REMOVED,4,,14.0157,
BU,VSW,REMOVED,5,,15.748,
BU,VSW,REMOVED,6,,17.4803,
BU,VSW,REMOVED,8,,20.9843,
BU,VSW,REMOVED,10,,24.4882,
BU,VSW,REMOVED,12,,27.9921,
BU,VSW,REMOVED,14,,32.9921,
BU,VSW,REMOVED,16,,34.0157,
BU,VSW,REMOVED,18,,38.5039,
BU,VSW,REMOVED,20,,40,
BU,VSW,REMOVED,22,,44.0157,
BU,VSW,REMOVED,24,,52.9921,
BU,VSW,REMOVED,0.5,,6.4961,
BU,VSW,REMOVED,0.75,,7.4803,
BU,VSW,REMOVED,1,,8.5039,
BU,VSW,REMOVED,1.25,,9.0157,
BU,VSW,REMOVED,1.5,,9.4882,
BU,VSW,REMOVED,2,,11.4961,
BU,VSW,REMOVED,2.5,,12.9921,
BU,VSW,REMOVED,3,,14.0157,
BU,VSW,REMOVED,4,,17.0079,
BU,VSW,REMOVED,5,,20,
BU,VSW,REMOVED,6,,22.0079,
BU,VSW,REMOVED,8,,25.9843,
BU,VSW,REMOVED,10,,30.9843,
BU,VSW,REMOVED,12,,32.9921,
BU,VSW,REMOVED,14,,35,
BU,VSW,REMOVED,16,,39.0157,
BU,VSW,REMOVED,18,,42.9921,
BU,VSW,REMOVED,20,,47.0079,
BU,VSW,REMOVED,22,,50.9843,
BU,VSW,REMOVED,24,,55,
BU,VVNT,REMOVED,0.5,,4.252,
BU,VVNT,REMOVED,0.75,,4.6063,
BU,VVNT,REMOVED,1,,5,
BU,VVNT,REMOVED,1.25,,5.5118,
BU,VVNT,REMOVED,1.5,,6.4961,
BU,VVNT,REMOVED,2,,7.0079,
BU,VVNT,REMOVED,2.5,,7.4803,
BU,VVNT,REMOVED,3,,7.9921,
BU,VVNT,REMOVED,4,,9.0157,
BU,VVNT,REMOVED,5,,10,
BU,VVNT,REMOVED,6,,10.5118,
BU,VVNT,REMOVED,8,,11.4961,
BU,VVNT,REMOVED,10,,12.9921,
BU,VVNT,REMOVED,12,,14.0157,
BU,VVNT,REMOVED,14,,15,
BU,VVNT,REMOVED,16,,15.9843,
BU,VVNT,REMOVED,18,,17.0079,
BU,VVNT,REMOVED,20,,17.9921,
BU,VVNT,REMOVED,24,,20,
BU,VVNT,REMOVED,0.5,,5.5118,
BU,VVNT,REMOVED,0.75,,5.9843,
BU,VVNT,REMOVED,1,,6.4961,
BU,VVNT,REMOVED,1.25,,7.0079,
BU,VVNT,REMOVED,1.5,,7.4803,
BU,VVNT,REMOVED,2,,8.5039,
BU,VVNT,REMOVED,2.5,,9.4882,
BU,VVNT,REMOVED,3,,11.1024,
BU,VVNT,REMOVED,4,,12.0079,
BU,VVNT,REMOVED,5,,15,
BU,VVNT,REMOVED,6,,15.8661,
BU,VVNT,REMOVED,8,,16.4961,
BU,VVNT,REMOVED,10,,17.9921,
BU,VVNT,REMOVED,12,,19.7638,
BU,VVNT,REMOVED,14,,22.5197,
BU,VVNT,REMOVED,16,,24.0157,
BU,VVNT,REMOVED,18,,25.9843,
BU,VVNT,REMOVED,20,,27.9921,
BU,VVNT,REMOVED,24,,30.9843,
BU,VVNT,REMOVED,0.5,,6.4961,
BU,VVNT,REMOVED,0.75,,7.4803,
BU,VVNT,REMOVED,1,,8.5039,
BU,VVNT,REMOVED,1.25,,9.0157,
BU,VVNT,REMOVED,1.5,,9.4882,
BU,VVNT,REMOVED,2,,11.4961,
BU,VVNT,REMOVED,2.5,,12.9921,
BU,VVNT,REMOVED,3,,14.0157,
BU,VVNT,REMOVED,4,,17.0079,
BU,VVNT,REMOVED,5,,20,
BU,VVNT,REMOVED,6,,22.0079,
BU,VVNT,REMOVED,8,,25.9843,
BU,VVNT,REMOVED,10,,30.9843,
BU,VVNT,REMOVED,12,,32.9921,
BU,VVNT,REMOVED,14,,35,
BU,VVNT,REMOVED,16,,39.0157,
BU,VVNT,REMOVED,18,,42.9921,
BU,VVNT,REMOVED,20,,47.0079,
BU,VVNT,REMOVED,22,,50.9843,
BU,VVNT,REMOVED,24,,55,
BW,WOL,STD,0.5,,0.748,
BW,WOL,STD,0.75,,0.8661,
BW,WOL,STD,1,,1.063,
BW,WOL,STD,1.5,,1.2992,
BW,WOL,STD,2,,1.4961,
BW,WOL,STD,2.5,,1.6142,
BW,WOL,STD,3,,1.7323,
BW,WOL,STD,4,,2.0079,
BW,WOL,XS,0.5,,0.748,
BW,WOL,XS,0.75,,0.8661,
BW,WOL,XS,1,,1.063,
BW,WOL,XS,1.5,,1.2992,
BW,WOL,XS,2,,1.4961,
BW,WOL,XS,2.5,,1.6142,
BW,WOL,XS,3,,1.7323,
BW,WOL,XS,4,,2.0079,
BW,45L,,0.5,,0.625,
BW,45L,,0.75,,0.75,
BW,45L,,1,,0.875,
BW,45L,,1.5,,1.125,
BW,45L,,2,,1.375,
BW,45L,,3,,2,
BW,45L,,4,,2.5,
BW,45L,,6,,3.75,
BW,45L,,8,,5,
BW,45L,,10,,6.25,
BW,45L,,12,,7.5,
BW,45L,,14,,8.75,
BW,45L,,16,,10,
BW,45L,,18,,11.25,
BW,45L,,20,,12.5,
BW,45L,,24,,15,
BW,45L,,30,,18.5,
GRV,45L,,0.5,,0.63,
GRV,45L,,0.75,,0.75,
GRV,45L,,1,,0.94,
GRV,45L,,1.25,,1.19,
GRV,45L,,1.5,,1.38,
GRV,45L,,2,,1.63,
GRV,45L,,2.5,,2,
GRV,45L,,3,,2.5,
GRV,45L,,4,,3,
GRV,45L,,5,,3.5,
GRV,45L,,6,,4,
GRV,45L,,8,,5.5,
GRV,45L,,10,,6.5,
THRD,45L,,1.25,,1.06,
THRD,45L,,1,,0.75,
THRD,45L,,2,,1.25,
THRD,45L,,3,,1.75,
THRD,45L,,4,,2,
THRD,45L,,5,,2.5,
THRD,45L,,6,,3,
THRD,45L,,1.25,,0.94,
THRD,45L,,0.5,,0.56,
THRD,45L,,2.5,,1.5,
THRD,45L,,0.75,,0.63,
BW,90L,,0.5,,0.75,
BW,90L,,0.75,,1.125,
BW,90L,,1,,1.5,
BW,90L,,1.5,,2.25,
BW,90L,,2,,3,
BW,90L,,3,,4.5,
BW,90L,,4,,6,
BW,90L,,6,,9,
BW,90L,,8,,12,
BW,90L,,10,,15,
BW,90L,,12,,18,
BW,90L,,14,,21,
BW,90L,,16,,24,
BW,90L,,18,,27,
BW,90L,,20,,30,
BW,90L,,24,,36,
BW,90L,,30,,45,
GRV,90L,,1.25,,1.75,
GRV,90L,,1,,1.19,
GRV,90L,,1.25,,1.5,
GRV,90L,,2,,2,
GRV,90L,,3,,3,
GRV,90L,,4,,3.5,
GRV,90L,,5,,4,
GRV,90L,,6,,4.5,
GRV,90L,,8,,6,
GRV,90L,,10,,7.5,
GRV,90L,,0.5,,0.88,
GRV,90L,,2.5,,2.5,
GRV,90L,,0.75,,1,
THRD,90L,,1.25,,1.31,
THRD,90L,,1.25,,1.19,
THRD,90L,,1,,1,
THRD,90L,,2,,1.5,
THRD,90L,,0.5,,0.75,
THRD,90L,,3,,2,
THRD,90L,,4,,2.5,
THRD,90L,,5,,3,
THRD,90L,,6,,3.5,
THRD,90L,,2.5,,1.75,
THRD,90L,,0.75,,0.88,
BW,90LSR,,0.5,,0.5,
BW,90LSR,,0.75,,0.75,
BW,90LSR,,1,,1,
BW,90LSR,,1.5,,1.5,
BW,90LSR,,2,,2,
BW,90LSR,,3,,3,
BW,90LSR,,4,,4,
BW,90LSR,,6,,6,
BW,90LSR,,8,,8,
BW,90LSR,,10,,10,
BW,90LSR,,12,,12,
BW,90LSR,,14,,14,
BW,90LSR,,16,,16,
BW,90LSR,,18,,18,
BW,90LSR,,20,,20,
BW,90LSR,,24,,24,
BW,90LSR,,30,,30,
BW,CAP,,0.5,,1,
BW,CAP,,0.75,,1.5,
BW,CAP,,1,,1.5,
BW,CAP,,1.5,,1.5,
BW,CAP,,2,,1.5,
BW,CAP,,3,,2,
BW,CAP,,4,,2.5,
BW,CAP,,6,,3.5,
BW,CAP,,8,,4,
BW,CAP,,10,,5,
BW,CAP,,12,,6,
BW,CAP,,14,,6.5,
BW,CAP,,16,,7,
BW,CAP,,18,,8,
BW,CAP,,20,,9,
BW,CAP,,24,,10.5,
BW,CAP,,30,,10.5,
SW,CAP,,0.5,,1,
SW,CAP,,0.75,,1.5,
SW,CAP,,1,,1.5,
SW,CAP,,1.5,,1.5,
SW,CAP,,2,,1.5,
SW,CAP,,3,,2,
SW,CAP,,4,,2.5,
SW,CAP,,6,,3.5,
SW,CAP,,8,,4,
SW,CAP,,10,,5,
SW,CAP,,12,,6,
SW,CAP,,14,,6.5,
SW,CAP,,16,,7,
SW,CAP,,18,,8,
SW,CAP,,20,,9,
SW,CAP,,24,,10.5,
SW,CAP,,30,,10.5,
THRD,CAP,,0.5,,1,
THRD,CAP,,0.75,,1.5,
THRD,CAP,,1,,1.5,
THRD,CAP,,1.5,,1.5,
THRD,CAP,,2,,1.5,
THRD,CAP,,3,,2,
THRD,CAP,,4,,2.5,
THRD,CAP,,6,,3.5,
THRD,CAP,,8,,4,
THRD,CAP,,10,,5,
THRD,CAP,,12,,6,
THRD,CAP,,14,,6.5,
THRD,CAP,,16,,7,
THRD,CAP,,18,,8,
THRD,CAP,,20,,9,
THRD,CAP,,24,,10.5,
THRD,CAP,,30,,10.5,
GRV,CPLG,,1.25,,0,
GRV,CPLG,,1.25,,0,
GRV,CPLG,,0.5,,0,
GRV,CPLG,,1,,0,
GRV,CPLG,,2,,0,
GRV,CPLG,,3,,0,
GRV,CPLG,,4,,0,
GRV,CPLG,,5,,0,
GRV,CPLG,,6,,0,
GRV,CPLG,,8,,0,
GRV,CPLG,,10,,0,
GRV,CPLG,,2.5,,0,
GRV,CPLG,,0.75,,0,
THRD,CPLG,,1.25,,1.06,
THRD,CPLG,,1.25,,0.94,
THRD,CPLG,,0.5,,0.5,
THRD,CPLG,,1,,0.75,
THRD,CPLG,,2.5,,1.5,
THRD,CPLG,,2,,1.25,
THRD,CPLG,,3,,1.75,
THRD,CPLG,,4,,2,
THRD,CPLG,,5,,2.5,
THRD,CPLG,,6,,3,
THRD,CPLG,,0.75,,0.63,
SW,FLGA,,2,,6.67,
SW,FLGA,,2.5,,7.36,
SW,FLGA,,3,,7.86,
SW,FLGA,,4,,9.36,
SW,FLGA,,6,,11.39,
SW,FLGA,,8,,13.5,
SW,FLGA,,10,,16.5,
SW,FLGA,,12,,19.5,
BW,FLGA,,2,,6.67,
BW,FLGA,,2.5,,7.36,
BW,FLGA,,3,,7.86,
BW,FLGA,,4,,9.36,
BW,FLGA,,6,,11.39,
BW,FLGA,,8,,13.5,
BW,FLGA,,10,,16.5,
BW,FLGA,,12,,19.5,
BW,RED,,0.75,,1.5,
BW,RED,,1,,2,
BW,RED,,1.5,,2.5,
BW,RED,,2,,3,
BW,RED,,3,,3.5,
BW,RED,,4,,4,
BW,RED,,6,,5.5,
BW,RED,,8,,6,
BW,RED,,10,,7,
BW,RED,,12,,8,
BW,RED,,14,,13,
BW,RED,,16,,14,
BW,RED,,18,,15,
BW,RED,,20,,20,
BW,RED,,24,,20,
BW,RED,,30,,24,
BW,REDT,,1.5,0.75,2.25,2.25
BW,REDT,,4,1.5,4.125,3.375
BW,REDT,,4,2,4.125,3.5
BW,REDT,,4,2.5,4.125,3.75
BW,REDT,,4,3,4.125,3.875
BW,REDT,,4,3.5,4.125,4
BW,REDT,,5,2,4.875,4.125
BW,REDT,,5,2.5,4.875,4.25
BW,REDT,,5,3,4.875,4.375
BW,REDT,,5,3.5,4.875,4.5
BW,REDT,,5,4,4.875,4.625
BW,REDT,,6,2.5,5.625,4.75
BW,REDT,,6,3,5.625,4.875
BW,REDT,,6,3.5,5.625,5
BW,REDT,,6,4,5.625,5.125
BW,REDT,,6,5,5.625,5.375
BW,REDT,,8,3,7,6
BW,REDT,,8,3.5,7,6
BW,REDT,,8,4,7,6.125
BW,REDT,,8,5,7,6.375
BW,REDT,,8,6,7,6.625
BW,REDT,,10,4,8.5,7.25
BW,REDT,,10,5,8.5,7.5
BW,REDT,,10,6,8.5,7.625
BW,REDT,,10,8,8.5,8
BW,REDT,,12,5,10,8.5
BW,REDT,,12,6,10,8.625
BW,REDT,,12,8,10,9
BW,REDT,,12,10,10,9.5
BW,REDT,,14,6,11,9.375
BW,REDT,,14,8,11,9.75
BW,REDT,,14,10,11,10.125
BW,REDT,,14,12,11,10.625
BW,REDT,,16,6,12,10.375
BW,REDT,,16,8,12,10.75
BW,REDT,,16,10,12,11.125
BW,REDT,,16,12,12,11.625
BW,REDT,,16,14,12,12
BW,REDT,,18,8,13.5,11.75
BW,REDT,,18,10,13.5,12.125
BW,REDT,,18,12,13.5,12.625
BW,REDT,,18,14,13.5,13
BW,REDT,,18,16,13.5,13
BW,STUB,,0.5,,3,
BW,STUB,,0.75,,3,
BW,STUB,,1,,4,
BW,STUB,,1.25,,4,
BW,STUB,,1.5,,4,
BW,STUB,,2,,6,
BW,STUB,,2.5,,6,
BW,STUB,,3,,6,
BW,STUB,,3.5,,6,
BW,STUB,,4,,6,
BW,STUB,,5,,8,
BW,STUB,,6,,8,
BW,STUB,,8,,8,
BW,STUB,,10,,10,
BW,STUB,,12,,10,
BW,STUB,,14,,12,
BW,STUB,,16,,12,
BW,STUB,,18,,12,
BW,STUB,,20,,12,
BW,STUB,,24,,12,
BW,SWG,,0.5,,2.75,
BW,SWG,,0.75,,3,
BW,SWG,,1,,3.5,
BW,SWG,,1.5,,4.5,
BW,SWG,,2,,6.5,
BW,SWG,,3,,8,
BW,SWG,,4,,9,
BW,SWG,,6,,12,
BW,SWG,,8,,13,
BW,SWG,,10,,15,
BW,SWG,,12,,16,
BW,TEE,,0.75,0.75,1.125,1.125
BW,TEE,,1,1,1.5,1.5
BW,TEE,,1.5,1.5,2.25,2.25
BW,TEE,,2,2,2.5,2.5
BW,TEE,,3,3,3.375,3.375
BW,TEE,,4,4,4.125,4.125
BW,TEE,,6,6,5.625,5.625
BW,TEE,,8,8,7,7
BW,TEE,,10,10,8.5,8.5
BW,TEE,,12,12,10,10
BW,TEE,,14,14,11,11
BW,TEE,,16,16,12,12
BW,TEE,,18,18,13.5,13.5
BW,TEE,,20,20,15,15
BW,TEE,,24,24,17,17
BW,TEE,,30,30,22,22
GRV,TEE,,0.5,0.5,1,1
GRV,TEE,,1.5,1.5,1.75,1.75
GRV,TEE,,1.25,1.25,1.5,1.5
GRV,TEE,,0.5,0.5,0.88,0.88
GRV,TEE,,2.5,2.5,2.5,2.5
GRV,TEE,,1,1,1.19,1.19
GRV,TEE,,2,2,2,2
GRV,TEE,,0.75,0.75,1,1
GRV,TEE,,3,3,3,3
GRV,TEE,,4,4,3.5,3.5
GRV,TEE,,5,5,4,4
GRV,TEE,,6,6,4.5,4.5
GRV,TEE,,8,8,6,6
GRV,TEE,,10,10,7.5,7.5
THRD,TEE,,0.5,0.5,0.75,0.75
THRD,TEE,,0.75,0.75,0.88,0.88
THRD,TEE,,1,1,1,1
THRD,TEE,,1.25,1.25,1.19,1.19
THRD,TEE,,1.5,1.5,1.31,1.31
THRD,TEE,,2,2,1.5,1.5
THRD,TEE,,2.5,2.5,1.75,1.75
THRD,TEE,,3,3,2,2
THRD,TEE,,4,4,2.5,2.5
THRD,TEE,,5,5,3,3
THRD,TEE,,6,6,3.5,3.5
