Key,EstGrp,Size,SchRtg,Unit,FldMhu
CUT-0.375:S80,CUT,0.375,S80,EA,0.15
CUT-0.375:STD,CUT,0.375,STD,EA,0.1
CUT-0.375:XS,CUT,0.375,XS,EA,0.15
CUT-0.5:0.049,CUT,0.5,0.049,EA,0.1
CUT-0.5:3000,CUT,0.5,3000,EA,0.13
CUT-0.5:6000,CUT,0.5,6000,EA,0.19
CUT-0.5:S10,CUT,0.5,S10,EA,0.1
CUT-0.5:S160,CUT,0.5,S160,EA,0.21
CUT-0.5:S30,CUT,0.5,S30,EA,0.1
CUT-0.5:S40,CUT,0.5,S40,EA,0.1
CUT-0.5:S5,CUT,0.5,S5,EA,0.1
CUT-0.5:S80,CUT,0.5,S80,EA,0.15
CUT-0.5:STD,CUT,0.5,STD,EA,0.1
CUT-0.5:XS,CUT,0.5,XS,EA,0.15
CUT-0.5:XXS,CUT,0.5,XXS,EA,0.21
CUT-0.75:3000,CUT,0.75,3000,EA,0.134
CUT-0.75:6000,CUT,0.75,6000,EA,0.194
CUT-0.75:S10,CUT,0.75,S10,EA,0.1
CUT-0.75:S100,CUT,0.75,S100,EA,0.15
CUT-0.75:S160,CUT,0.75,S160,EA,0.21
CUT-0.75:S30,CUT,0.75,S30,EA,0.1
CUT-0.75:S40,CUT,0.75,S40,EA,0.1
CUT-0.75:S5,CUT,0.75,S5,EA,0.1
CUT-0.75:S80,CUT,0.75,S80,EA,0.15
CUT-0.75:STD,CUT,0.75,STD,EA,0.1
CUT-0.75:XS,CUT,0.75,XS,EA,0.15
CUT-0.75:XXS,CUT,0.75,XXS,EA,0.21
CUT-1.25:3000,CUT,1.25,3000,EA,0.144
CUT-1.25:6000,CUT,1.25,6000,EA,0.204
CUT-1.25:S10,CUT,1.25,S10,EA,0.15
CUT-1.25:S160,CUT,1.25,S160,EA,0.21
CUT-1.25:S30,CUT,1.25,S30,EA,0.15
CUT-1.25:S40,CUT,1.25,S40,EA,0.15
CUT-1.25:S5,CUT,1.25,S5,EA,0.15
CUT-1.25:S80,CUT,1.25,S80,EA,0.15
CUT-1.25:STD,CUT,1.25,STD,EA,0.15
CUT-1.25:XS,CUT,1.25,XS,EA,0.15
CUT-1.25:XXS,CUT,1.25,XXS,EA,0.21
CUT-1.5:0.065,CUT,1.5,0.065,EA,0.1
CUT-1.5:3000,CUT,1.5,3000,EA,0.15
CUT-1.5:6000,CUT,1.5,6000,EA,0.21
CUT-1.5:DR11,CUT,1.5,DR11,EA,0.24
CUT-1.5:S10,CUT,1.5,S10,EA,0.1
CUT-1.5:S140,CUT,1.5,S140,EA,0.21
CUT-1.5:S160,CUT,1.5,S160,EA,0.21
CUT-1.5:S30,CUT,1.5,S30,EA,0.1
CUT-1.5:S40,CUT,1.5,S40,EA,0.1
CUT-1.5:S5,CUT,1.5,S5,EA,0.1
CUT-1.5:S60,CUT,1.5,S60,EA,0.15
CUT-1.5:S80,CUT,1.5,S80,EA,0.15
CUT-1.5:STD,CUT,1.5,STD,EA,0.1
CUT-1.5:XS,CUT,1.5,XS,EA,0.15
CUT-1.5:XXS,CUT,1.5,XXS,EA,0.21
CUT-1:0.049,CUT,1,0.049,EA,0.1
CUT-1:0.065,CUT,1,0.065,EA,0.1
CUT-1:3000,CUT,1,3000,EA,0.14
CUT-1:6000,CUT,1,6000,EA,0.2
CUT-1:S10,CUT,1,S10,EA,0.1
CUT-1:S140,CUT,1,S140,EA,0.21
CUT-1:S160,CUT,1,S160,EA,0.21
CUT-1:S30,CUT,1,S30,EA,0.1
CUT-1:S40,CUT,1,S40,EA,0.1
CUT-1:S5,CUT,1,S5,EA,0.1
CUT-1:S80,CUT,1,S80,EA,0.15
CUT-1:STD,CUT,1,STD,EA,0.1
CUT-1:XS,CUT,1,XS,EA,0.15
CUT-1:XXS,CUT,1,XXS,EA,0.21
"CUT-10:1.25"" WT",CUT,10,"1.25"" WT",EA,2.48
"CUT-10:1.50"" WT",CUT,10,"1.50"" WT",EA,2.77
"CUT-10:1.75"" WT",CUT,10,"1.75"" WT",EA,3.13
"CUT-10:2.00"" WT",CUT,10,"2.00"" WT",EA,3.42
"CUT-10:2.25"" WT",CUT,10,"2.25"" WT",EA,3.84
"CUT-10:2.50"" WT",CUT,10,"2.50"" WT",EA,4.37
"CUT-10:2.75"" WT",CUT,10,"2.75"" WT",EA,4.72
"CUT-10:3.00"" WT",CUT,10,"3.00"" WT",EA,5.02
CUT-10:DR11,CUT,10,DR11,EA,1
CUT-10:S10,CUT,10,S10,EA,0.35
CUT-10:S100,CUT,10,S100,EA,1.09
CUT-10:S120,CUT,10,S120,EA,1.24
CUT-10:S140,CUT,10,S140,EA,1.43
CUT-10:S160,CUT,10,S160,EA,1.73
CUT-10:S20,CUT,10,S20,EA,0.64
CUT-10:S30,CUT,10,S30,EA,0.64
CUT-10:S40,CUT,10,S40,EA,0.64
CUT-10:S5,CUT,10,S5,EA,0.35
CUT-10:S60,CUT,10,S60,EA,0.92
CUT-10:S80,CUT,10,S80,EA,0.99
CUT-10:STD,CUT,10,STD,EA,0.64
CUT-10:XS,CUT,10,XS,EA,0.92
CUT-10:XXS,CUT,10,XXS,EA,1.43
"CUT-12:.250"" WT",CUT,12,".250"" WT",EA,0.7
"CUT-12:1.25"" WT",CUT,12,"1.25"" WT",EA,3.13
"CUT-12:1.5"" WT",CUT,12,"1.5"" WT",EA,3.13
"CUT-12:1.75"" WT",CUT,12,"1.75"" WT",EA,3.36
"CUT-12:2.00"" WT",CUT,12,"2.00"" WT",EA,3.84
"CUT-12:2.25"" WT",CUT,12,"2.25"" WT",EA,4.25
"CUT-12:2.50"" WT",CUT,12,"2.50"" WT",EA,4.78
"CUT-12:2.75"" WT",CUT,12,"2.75"" WT",EA,5.31
"CUT-12:3.00"" WT",CUT,12,"3.00"" WT",EA,5.72
"CUT-12:3.25"" WT",CUT,12,"3.25"" WT",EA,6.14
"CUT-12:3.50"" WT",CUT,12,"3.50"" WT",EA,6.61
CUT-12:DR11,CUT,12,DR11,EA,1.15
CUT-12:S10,CUT,12,S10,EA,0.7
CUT-12:S100,CUT,12,S100,EA,1.48
CUT-12:S120,CUT,12,S120,EA,1.73
CUT-12:S140,CUT,12,S140,EA,1.91
CUT-12:S160,CUT,12,S160,EA,2.05
CUT-12:S20,CUT,12,S20,EA,0.7
CUT-12:S30,CUT,12,S30,EA,0.7
CUT-12:S40,CUT,12,S40,EA,0.86
CUT-12:S5,CUT,12,S5,EA,0.7
CUT-12:S60,CUT,12,S60,EA,1.3
CUT-12:S80,CUT,12,S80,EA,1.37
CUT-12:STD,CUT,12,STD,EA,0.7
CUT-12:XS,CUT,12,XS,EA,1.09
CUT-12:XXS,CUT,12,XXS,EA,1.7
"CUT-14:1.50"" WT",CUT,14,"1.50"" WT",EA,3.6
"CUT-14:1.75"" WT",CUT,14,"1.75"" WT",EA,3.72
"CUT-14:2"" WT",CUT,14,"2"" WT",EA,4.13
"CUT-14:2.25"" WT",CUT,14,"2.25"" WT",EA,4.6
"CUT-14:2.50"" WT",CUT,14,"2.50"" WT",EA,5.25
"CUT-14:2.75"" WT",CUT,14,"2.75"" WT",EA,5.84
"CUT-14:3.00"" WT",CUT,14,"3.00"" WT",EA,6.31
"CUT-14:3.25"" WT",CUT,14,"3.25"" WT",EA,6.61
"CUT-14:3.50"" WT",CUT,14,"3.50"" WT",EA,7.49
"CUT-14:3.75""  WT",CUT,14,"3.75""  WT",EA,8.02
"CUT-14:4.00"" WT",CUT,14,"4.00"" WT",EA,8.79
CUT-14:DR11,CUT,14,DR11,EA,1.35
CUT-14:S10,CUT,14,S10,EA,0.57
CUT-14:S100,CUT,14,S100,EA,1.78
CUT-14:S120,CUT,14,S120,EA,1.96
CUT-14:S140,CUT,14,S140,EA,2.3
CUT-14:S160,CUT,14,S160,EA,2.42
CUT-14:S20,CUT,14,S20,EA,0.98
CUT-14:S30,CUT,14,S30,EA,0.98
CUT-14:S40,CUT,14,S40,EA,1.15
CUT-14:S5,CUT,14,S5,EA,0.57
CUT-14:S60,CUT,14,S60,EA,1.44
CUT-14:S80,CUT,14,S80,EA,1.67
CUT-14:STD,CUT,14,STD,EA,0.98
CUT-14:XS,CUT,14,XS,EA,1.3
"CUT-16:1.75"" WT",CUT,16,"1.75"" WT",EA,4.31
"CUT-16:2"" WT",CUT,16,"2"" WT",EA,4.96
"CUT-16:2.25"" WT",CUT,16,"2.25"" WT",EA,5.61
"CUT-16:2.50"" WT",CUT,16,"2.50"" WT",EA,6.14
"CUT-16:2.75"" WT",CUT,16,"2.75"" WT",EA,6.67
"CUT-16:3.00"" WT",CUT,16,"3.00"" WT",EA,7.2
"CUT-16:3.25"" WT",CUT,16,"3.25"" WT",EA,7.73
"CUT-16:3.50"" WT",CUT,16,"3.50"" WT",EA,8.38
"CUT-16:3.75""  WT",CUT,16,"3.75""  WT",EA,9.09
"CUT-16:4.00"" WT",CUT,16,"4.00"" WT",EA,9.97
CUT-16:DR11,CUT,16,DR11,EA,1.6
CUT-16:S10,CUT,16,S10,EA,0.66
CUT-16:S100,CUT,16,S100,EA,2.13
CUT-16:S120,CUT,16,S120,EA,2.3
CUT-16:S140,CUT,16,S140,EA,2.59
CUT-16:S160,CUT,16,S160,EA,2.93
CUT-16:S20,CUT,16,S20,EA,1.09
CUT-16:S30,CUT,16,S30,EA,1.09
CUT-16:S40,CUT,16,S40,EA,1.61
CUT-16:S5,CUT,16,S5,EA,0.66
CUT-16:S60,CUT,16,S60,EA,1.78
CUT-16:S80,CUT,16,S80,EA,1.9
CUT-16:STD,CUT,16,STD,EA,1.09
CUT-16:XS,CUT,16,XS,EA,1.61
"CUT-18:2"" WT",CUT,18,"2"" WT",EA,4.6
"CUT-18:2.25"" WT",CUT,18,"2.25"" WT",EA,6.14
"CUT-18:2.50"" WT",CUT,18,"2.50"" WT",EA,6.84
"CUT-18:2.75"" WT",CUT,18,"2.75"" WT",EA,7.49
"CUT-18:3.00"" WT",CUT,18,"3.00"" WT",EA,8.02
"CUT-18:3.25"" WT",CUT,18,"3.25"" WT",EA,8.79
"CUT-18:3.50"" WT",CUT,18,"3.50"" WT",EA,9.5
"CUT-18:3.75""  WT",CUT,18,"3.75""  WT",EA,10.27
"CUT-18:4.00"" WT",CUT,18,"4.00"" WT",EA,11.39
CUT-18:DR11,CUT,18,DR11,EA,1.75
CUT-18:S10,CUT,18,S10,EA,0.72
CUT-18:S100,CUT,18,S100,EA,2.66
CUT-18:S120,CUT,18,S120,EA,2.83
CUT-18:S140,CUT,18,S140,EA,3.19
CUT-18:S160,CUT,18,S160,EA,3.72
CUT-18:S20,CUT,18,S20,EA,1.42
CUT-18:S30,CUT,18,S30,EA,1.65
CUT-18:S40,CUT,18,S40,EA,2.01
CUT-18:S60,CUT,18,S60,EA,2.24
CUT-18:S80,CUT,18,S80,EA,2.36
CUT-18:STD,CUT,18,STD,EA,1.42
CUT-18:XS,CUT,18,XS,EA,2.01
"CUT-2.5:2"" WT",CUT,2.5,"2"" WT",EA,2.54
CUT-2.5:S10,CUT,2.5,S10,EA,0.11
CUT-2.5:S120,CUT,2.5,S120,EA,0.2
CUT-2.5:S140,CUT,2.5,S140,EA,0.23
CUT-2.5:S160,CUT,2.5,S160,EA,0.23
CUT-2.5:S30,CUT,2.5,S30,EA,0.11
CUT-2.5:S40,CUT,2.5,S40,EA,0.12
CUT-2.5:S5,CUT,2.5,S5,EA,0.11
CUT-2.5:S80,CUT,2.5,S80,EA,0.17
CUT-2.5:STD,CUT,2.5,STD,EA,0.12
CUT-2.5:XS,CUT,2.5,XS,EA,0.17
CUT-2.5:XXS,CUT,2.5,XXS,EA,0.25
CUT-2:3000,CUT,2,3000,EA,0.154
CUT-2:6000,CUT,2,6000,EA,0.214
CUT-2:DR11,CUT,2,DR11,EA,0.28
CUT-2:S10,CUT,2,S10,EA,0.1
CUT-2:S100,CUT,2,S100,EA,0.15
CUT-2:S120,CUT,2,S120,EA,0.18
CUT-2:S160,CUT,2,S160,EA,0.21
CUT-2:S30,CUT,2,S30,EA,0.1
CUT-2:S40,CUT,2,S40,EA,0.1
CUT-2:S5,CUT,2,S5,EA,0.1
CUT-2:S80,CUT,2,S80,EA,0.15
CUT-2:STD,CUT,2,STD,EA,0.1
CUT-2:XS,CUT,2,XS,EA,0.15
CUT-2:XXS,CUT,2,XXS,EA,0.23
"CUT-20:.875"" WT",CUT,20,".875"" WT",EA,2.66
"CUT-20:2"" WT",CUT,20,"2"" WT",EA,6.14
"CUT-20:2.25"" WT",CUT,20,"2.25"" WT",EA,6.84
"CUT-20:2.50"" WT",CUT,20,"2.50"" WT",EA,7.73
"CUT-20:2.75"" WT",CUT,20,"2.75"" WT",EA,8.26
"CUT-20:3.00"" WT",CUT,20,"3.00"" WT",EA,8.91
"CUT-20:3.25"" WT",CUT,20,"3.25"" WT",EA,9.79
"CUT-20:3.50"" WT",CUT,20,"3.50"" WT",EA,10.68
"CUT-20:3.75""  WT",CUT,20,"3.75""  WT",EA,11.56
"CUT-20:4.00"" WT",CUT,20,"4.00"" WT",EA,12.57
"CUT-20:4.25"" WT",CUT,20,"4.25"" WT",EA,12.57
"CUT-20:4.50"" WT",CUT,20,"4.50"" WT",EA,12.57
"CUT-20:4.75"" WT",CUT,20,"4.75"" WT",EA,15.58
"CUT-20:5.00"" WT",CUT,20,"5.00"" WT",EA,16.58
"CUT-20:5.25"" WT",CUT,20,"5.25"" WT",EA,17.7
"CUT-20:5.50"" WT",CUT,20,"5.50"" WT",EA,18.64
"CUT-20:5.75"" WT",CUT,20,"5.75"" WT",EA,19.77
"CUT-20:6.00"" WT",CUT,20,"6.00"" WT",EA,20.77
CUT-20:DR11,CUT,20,DR11,EA,1.95
CUT-20:S10,CUT,20,S10,EA,1.02
CUT-20:S100,CUT,20,S100,EA,3.13
CUT-20:S120,CUT,20,S120,EA,3.3
CUT-20:S140,CUT,20,S140,EA,3.84
CUT-20:S160,CUT,20,S160,EA,4.37
CUT-20:S20,CUT,20,S20,EA,1.71
CUT-20:S30,CUT,20,S30,EA,2.24
CUT-20:S40,CUT,20,S40,EA,2.48
CUT-20:S5,CUT,20,S5,EA,1.02
CUT-20:S60,CUT,20,S60,EA,2.66
CUT-20:S80,CUT,20,S80,EA,2.83
CUT-20:STD,CUT,20,STD,EA,1.71
CUT-20:XS,CUT,20,XS,EA,2.24
"CUT-22:2.5"" WT",CUT,22,"2.5"" WT",EA,8.38
"CUT-22:2.75"" WT",CUT,22,"2.75"" WT",EA,9.26
"CUT-22:3.00"" WT",CUT,22,"3.00"" WT",EA,10.03
"CUT-22:3.25"" WT",CUT,22,"3.25"" WT",EA,10.68
"CUT-22:3.50"" WT",CUT,22,"3.50"" WT",EA,11.86
"CUT-22:3.75""  WT",CUT,22,"3.75""  WT",EA,12.92
"CUT-22:4.00"" WT",CUT,22,"4.00"" WT",EA,13.92
"CUT-22:4.25"" WT",CUT,22,"4.25"" WT",EA,14.99
"CUT-22:4.50"" WT",CUT,22,"4.50"" WT",EA,16.11
"CUT-22:4.75"" WT",CUT,22,"4.75"" WT",EA,17.23
"CUT-22:5.00"" WT",CUT,22,"5.00"" WT",EA,18.35
"CUT-22:5.25"" WT",CUT,22,"5.25"" WT",EA,19.35
"CUT-22:5.50"" WT",CUT,22,"5.50"" WT",EA,20.41
"CUT-22:5.75"" WT",CUT,22,"5.75"" WT",EA,21.54
"CUT-22:6.00"" WT",CUT,22,"6.00"" WT",EA,22.72
CUT-22:S10,CUT,22,S10,EA,1.86
CUT-22:S120,CUT,22,S120,EA,4.04
CUT-22:S60,CUT,22,S60,EA,3.25
CUT-22:S80,CUT,22,S80,EA,3.39
CUT-22:STD,CUT,22,STD,EA,2.32
CUT-22:XS,CUT,22,XS,EA,2.77
"CUT-24:1.375"" WT",CUT,24,"1.375"" WT",EA,7.2
"CUT-24:2.5"" WT",CUT,24,"2.5"" WT",EA,9.5
"CUT-24:2.75"" WT",CUT,24,"2.75"" WT",EA,10.27
"CUT-24:3.00"" WT",CUT,24,"3.00"" WT",EA,11.15
"CUT-24:3.25"" WT",CUT,24,"3.25"" WT",EA,12.1
"CUT-24:3.50"" WT",CUT,24,"3.50"" WT",EA,13.22
"CUT-24:3.75""  WT",CUT,24,"3.75""  WT",EA,13.92
"CUT-24:4.00"" WT",CUT,24,"4.00"" WT",EA,15.46
"CUT-24:4.25"" WT",CUT,24,"4.25"" WT",EA,16.87
"CUT-24:4.50"" WT",CUT,24,"4.50"" WT",EA,18.47
"CUT-24:4.75"" WT",CUT,24,"4.75"" WT",EA,19.94
"CUT-24:5.00"" WT",CUT,24,"5.00"" WT",EA,21
"CUT-24:5.25"" WT",CUT,24,"5.25"" WT",EA,22.3
"CUT-24:5.50"" WT",CUT,24,"5.50"" WT",EA,23.6
"CUT-24:5.75"" WT",CUT,24,"5.75"" WT",EA,24.78
"CUT-24:6.00"" WT",CUT,24,"6.00"" WT",EA,26.14
CUT-24:DR11,CUT,24,DR11,EA,2.35
CUT-24:S10,CUT,24,S10,EA,1.21
CUT-24:S100,CUT,24,S100,EA,4.31
CUT-24:S120,CUT,24,S120,EA,4.78
CUT-24:S140,CUT,24,S140,EA,5.37
CUT-24:S160,CUT,24,S160,EA,6.08
CUT-24:S20,CUT,24,S20,EA,2.6
CUT-24:S30,CUT,24,S30,EA,3.48
CUT-24:S40,CUT,24,S40,EA,3.66
CUT-24:S5,CUT,24,S5,EA,1.21
CUT-24:S60,CUT,24,S60,EA,3.84
CUT-24:S80,CUT,24,S80,EA,3.95
CUT-24:STD,CUT,24,STD,EA,2.6
CUT-24:XS,CUT,24,XS,EA,3.3
"CUT-26:.375"" WT",CUT,26,".375"" WT",EA,4.13
"CUT-26:.500"" WT",CUT,26,".500"" WT",EA,5.49
"CUT-26:.625"" WT",CUT,26,".625"" WT",EA,5.845
"CUT-26:.750"" WT",CUT,26,".750"" WT",EA,6.2
"CUT-26:.875"" WT",CUT,26,".875"" WT",EA,6.3
"CUT-26:1.00"" WT",CUT,26,"1.00"" WT",EA,6.67
"CUT-26:1.25"" WT",CUT,26,"1.25"" WT",EA,6.84
"CUT-26:1.50"" WT",CUT,26,"1.50"" WT",EA,7.2
"CUT-26:1.75""  WT",CUT,26,"1.75""  WT",EA,7.49
"CUT-26:2.00"" WT",CUT,26,"2.00"" WT",EA,7.73
"CUT-26:2.25"" WT",CUT,26,"2.25"" WT",EA,8.14
"CUT-26:2.50"" WT",CUT,26,"2.50"" WT",EA,10.5
"CUT-26:2.75"" WT",CUT,26,"2.75"" WT",EA,11.39
"CUT-26:3.00"" WT",CUT,26,"3.00"" WT",EA,12.27
"CUT-26:3.25"" WT",CUT,26,"3.25"" WT",EA,13.22
"CUT-26:3.50"" WT",CUT,26,"3.50"" WT",EA,14.34
"CUT-26:3.75"" WT",CUT,26,"3.75"" WT",EA,14.99
"CUT-26:4.00"" WT",CUT,26,"4.00"" WT",EA,16.58
"CUT-26:4.25"" WT",CUT,26,"4.25"" WT",EA,18
"CUT-26:4.50"" WT",CUT,26,"4.50"" WT",EA,19.53
"CUT-26:4.75"" WT",CUT,26,"4.75"" WT",EA,20.95
"CUT-26:5.00"" WT",CUT,26,"5.00"" WT",EA,22.3
"CUT-26:5.25"" WT",CUT,26,"5.25"" WT",EA,23.72
"CUT-26:5.50"" WT",CUT,26,"5.50"" WT",EA,25.19
"CUT-26:5.75"" WT",CUT,26,"5.75"" WT",EA,26.61
"CUT-26:6.00"" WT",CUT,26,"6.00"" WT",EA,28.03
CUT-26:S40,CUT,26,S40,EA,6.2
CUT-26:S60,CUT,26,S60,EA,6.67
CUT-26:STD,CUT,26,STD,EA,3.27
CUT-26:XS,CUT,26,XS,EA,4.31
"CUT-28:.375"" WT",CUT,28,".375"" WT",EA,4.78
"CUT-28:.500"" WT",CUT,28,".500"" WT",EA,5.96
"CUT-28:.625"" WT",CUT,28,".625"" WT",EA,6.315
"CUT-28:.750"" WT",CUT,28,".750"" WT",EA,6.9
"CUT-28:.840"" WT",CUT,28,".840"" WT",EA,6.94
"CUT-28:.875"" WT",CUT,28,".875"" WT",EA,7
"CUT-28:1.00"" WT",CUT,28,"1.00"" WT",EA,7.2
"CUT-28:1.25"" WT",CUT,28,"1.25"" WT",EA,7.49
"CUT-28:1.50"" WT",CUT,28,"1.50"" WT",EA,7.29
"CUT-28:1.75""  WT",CUT,28,"1.75""  WT",EA,7.91
"CUT-28:2.00"" WT",CUT,28,"2.00"" WT",EA,8.2
"CUT-28:2.25"" WT",CUT,28,"2.25"" WT",EA,8.79
"CUT-28:2.50"" WT",CUT,28,"2.50"" WT",EA,11.15
"CUT-28:2.75"" WT",CUT,28,"2.75"" WT",EA,11.63
"CUT-28:3.00"" WT",CUT,28,"3.00"" WT",EA,12.57
"CUT-28:3.25"" WT",CUT,28,"3.25"" WT",EA,13.57
"CUT-28:3.50"" WT",CUT,28,"3.50"" WT",EA,14.81
"CUT-28:3.75"" WT",CUT,28,"3.75"" WT",EA,15.52
"CUT-28:4.00"" WT",CUT,28,"4.00"" WT",EA,16.99
"CUT-28:4.25"" WT",CUT,28,"4.25"" WT",EA,18.47
"CUT-28:4.50"" WT",CUT,28,"4.50"" WT",EA,20.06
"CUT-28:4.75"" WT",CUT,28,"4.75"" WT",EA,21.42
"CUT-28:5.00"" WT",CUT,28,"5.00"" WT",EA,22.95
"CUT-28:5.25"" WT",CUT,28,"5.25"" WT",EA,24.19
"CUT-28:5.50"" WT",CUT,28,"5.50"" WT",EA,25.67
"CUT-28:5.75"" WT",CUT,28,"5.75"" WT",EA,27.08
"CUT-28:6.00"" WT",CUT,28,"6.00"" WT",EA,28.5
CUT-28:S40,CUT,28,S40,EA,6.9
CUT-28:STD,CUT,28,STD,EA,3.75
CUT-28:XS,CUT,28,XS,EA,4.68
"CUT-3:.250"" WT",CUT,3,".250"" WT",EA,0.18
"CUT-3:.750"" WT",CUT,3,".750"" WT",EA,0.53
"CUT-3:1.00"" WT",CUT,3,"1.00"" WT",EA,0.94
CUT-3:DR11,CUT,3,DR11,EA,0.39
CUT-3:S10,CUT,3,S10,EA,0.15
CUT-3:S120,CUT,3,S120,EA,0.28
CUT-3:S140,CUT,3,S140,EA,0.28
CUT-3:S160,CUT,3,S160,EA,0.28
CUT-3:S30,CUT,3,S30,EA,0.15
CUT-3:S40,CUT,3,S40,EA,0.15
CUT-3:S5,CUT,3,S5,EA,0.15
CUT-3:S80,CUT,3,S80,EA,0.21
CUT-3:STD,CUT,3,STD,EA,0.15
CUT-3:XS,CUT,3,XS,EA,0.21
CUT-3:XXS,CUT,3,XXS,EA,0.3
"CUT-30:.375"" WT",CUT,30,".375"" WT",EA,5.07
"CUT-30:.500"" WT",CUT,30,".500"" WT",EA,6.43
"CUT-30:.625"" WT",CUT,30,".625"" WT",EA,6.815
"CUT-30:.750"" WT",CUT,30,".750"" WT",EA,7.75
"CUT-30:.784"" WT",CUT,30,".784"" WT",EA,7.35
"CUT-30:.875"" WT",CUT,30,".875"" WT",EA,8
"CUT-30:1.00"" WT",CUT,30,"1.00"" WT",EA,7.49
"CUT-30:1.25"" WT",CUT,30,"1.25"" WT",EA,7.91
"CUT-30:1.50"" WT",CUT,30,"1.50"" WT",EA,8.2
"CUT-30:1.75""  WT",CUT,30,"1.75""  WT",EA,8.44
"CUT-30:2.00"" WT",CUT,30,"2.00"" WT",EA,8.79
"CUT-30:2.25"" WT",CUT,30,"2.25"" WT",EA,9.26
"CUT-30:2.50"" WT",CUT,30,"2.50"" WT",EA,11.68
"CUT-30:2.75"" WT",CUT,30,"2.75"" WT",EA,12.04
"CUT-30:3.00"" WT",CUT,30,"3.00"" WT",EA,12.92
"CUT-30:3.25"" WT",CUT,30,"3.25"" WT",EA,14.16
"CUT-30:3.50"" WT",CUT,30,"3.50"" WT",EA,15.28
"CUT-30:3.75"" WT",CUT,30,"3.75"" WT",EA,15.93
"CUT-30:4.00"" WT",CUT,30,"4.00"" WT",EA,17.52
"CUT-30:4.25"" WT",CUT,30,"4.25"" WT",EA,18.94
"CUT-30:4.50"" WT",CUT,30,"4.50"" WT",EA,20.41
"CUT-30:4.75"" WT",CUT,30,"4.75"" WT",EA,22
"CUT-30:5.00"" WT",CUT,30,"5.00"" WT",EA,23.42
"CUT-30:5.25"" WT",CUT,30,"5.25"" WT",EA,24.78
"CUT-30:5.50"" WT",CUT,30,"5.50"" WT",EA,26.14
"CUT-30:5.75"" WT",CUT,30,"5.75"" WT",EA,27.55
"CUT-30:6.00"" WT",CUT,30,"6.00"" WT",EA,28.97
CUT-30:DR11,CUT,30,DR11,EA,2.85
CUT-30:S10,CUT,30,S10,EA,2.6
CUT-30:S40,CUT,30,S40,EA,6
CUT-30:STD,CUT,30,STD,EA,4
CUT-30:XS,CUT,30,XS,EA,6.43
"CUT-32:.375"" WT",CUT,32,".375"" WT",EA,5.61
"CUT-32:.500"" WT",CUT,32,".500"" WT",EA,6.84
"CUT-32:.625"" WT",CUT,32,".625"" WT",EA,7.195
"CUT-32:.750"" WT",CUT,32,".750"" WT",EA,7.55
"CUT-32:1.00"" WT",CUT,32,"1.00"" WT",EA,8.02
"CUT-32:1.25"" WT",CUT,32,"1.25"" WT",EA,8.38
"CUT-32:1.50"" WT",CUT,32,"1.50"" WT",EA,8.79
"CUT-32:1.75""  WT",CUT,32,"1.75""  WT",EA,9.09
"CUT-32:2.00"" WT",CUT,32,"2.00"" WT",EA,9.26
"CUT-32:2.25"" WT",CUT,32,"2.25"" WT",EA,9.79
"CUT-32:2.50"" WT",CUT,32,"2.50"" WT",EA,12.27
"CUT-32:2.75"" WT",CUT,32,"2.75"" WT",EA,12.74
"CUT-32:3.00"" WT",CUT,32,"3.00"" WT",EA,13.45
"CUT-32:3.25"" WT",CUT,32,"3.25"" WT",EA,14.63
"CUT-32:3.50"" WT",CUT,32,"3.50"" WT",EA,15.75
"CUT-32:3.75"" WT",CUT,32,"3.75"" WT",EA,16.4
"CUT-32:4.00"" WT",CUT,32,"4.00"" WT",EA,18
"CUT-32:4.25"" WT",CUT,32,"4.25"" WT",EA,19.53
"CUT-32:4.50"" WT",CUT,32,"4.50"" WT",EA,21
"CUT-32:4.75"" WT",CUT,32,"4.75"" WT",EA,22.48
"CUT-32:5.00"" WT",CUT,32,"5.00"" WT",EA,23.9
"CUT-32:5.25"" WT",CUT,32,"5.25"" WT",EA,25.25
"CUT-32:5.50"" WT",CUT,32,"5.50"" WT",EA,26.67
"CUT-32:5.75"" WT",CUT,32,"5.75"" WT",EA,28.03
"CUT-32:6.00"" WT",CUT,32,"6.00"" WT",EA,29.5
CUT-32:STD,CUT,32,STD,EA,4.43
CUT-32:XS,CUT,32,XS,EA,6.84
"CUT-34:.375"" WT",CUT,34,".375"" WT",EA,6.14
"CUT-34:.500"" WT",CUT,34,".500"" WT",EA,7.55
"CUT-34:.625"" WT",CUT,34,".625"" WT",EA,7.845
"CUT-34:.750"" WT",CUT,34,".750"" WT",EA,8.14
"CUT-34:1.00"" WT",CUT,34,"1.00"" WT",EA,8.61
"CUT-34:1.25"" WT",CUT,34,"1.25"" WT",EA,8.91
"CUT-34:1.50"" WT",CUT,34,"1.50"" WT",EA,9.26
"CUT-34:1.75""  WT",CUT,34,"1.75""  WT",EA,9.62
"CUT-34:2.00"" WT",CUT,34,"2.00"" WT",EA,9.85
"CUT-34:2.25"" WT",CUT,34,"2.25"" WT",EA,10.38
"CUT-34:2.50"" WT",CUT,34,"2.50"" WT",EA,12.92
"CUT-34:2.75"" WT",CUT,34,"2.75"" WT",EA,13.39
"CUT-34:3.00"" WT",CUT,34,"3.00"" WT",EA,13.87
"CUT-34:3.25"" WT",CUT,34,"3.25"" WT",EA,15.22
"CUT-34:3.50"" WT",CUT,34,"3.50"" WT",EA,16.23
