Piece Mark,Pipe Length (Quantity),WLD % All (scaled),% Entry (computed),Shipped
LP1Y-RV-181113-01-1,13.05,0.0,0.0,N
LP1Y-RV-181114-01-1,10.0,0.0,0.0,N
LP1Y-RV-181115-01-1,9.56,0.0,0.0,N
LP1Y-RV-181116-01-1,6.55,0.0,0.0,N
LP1Y-RV-199015-01-1,0,0.0,0.0,N
LP1Y-RV-199015-01-2,0,0.0,0.0,N
LP1Y-RV-199016-01-1,0,0.0,0.0,N
LP1Y-RV-301105-01-1,0,0.0,0.0,N
LP1Y-RV-301107-01-1,0,0.0,0.0,N
LP1Y-RV-301107-01-2,0,0.0,0.0,N
LP1Y-RV-301107-01-3,0,0.0,0.0,N
LP1Y-RV-301107-01-4,0,0.0,0.0,N
LP1Y-RV-301107-01-5,0,0.0,0.0,N
LP1Y-RV-301116-01-1,0,0.0,0.0,N
LP1Y-RV-301116-01-2,0,0.0,0.0,N
LP1Y-RV-301207-01-1,0,0.0,0.0,N
LP1Y-RV-301207-01-2,0,0.0,0.0,N
LP1Y-RV-301207-01-3,0,0.0,0.0,N
LP1Y-RV-301207-01-4,0,0.0,0.0,N
LP1Y-RV-301207-01-5,0,0.0,0.0,N
LP1Y-RV-301216-01-1,0,0.0,0.0,N
LP1Y-RV-301216-01-2,0,0.0,0.0,N
LP1Y-RV-301300-01-1,0,0.0,0.0,N
LP1Y-RV-301300-01-2,0,0.0,0.0,N
LP1Y-RV-301307-01-1,0,0.0,0.0,N
LP1Y-RV-301307-01-2,0,0.0,0.0,N
LP1Y-RV-301307-01-3,0,0.0,0.0,N
LP1Y-RV-301307-01-4,0,0.0,0.0,N
LP1Y-RV-301307-01-5,0,0.0,0.0,N
LP1Y-RV-301307-01-6,0,0.0,0.0,N
LP1Y-RV-301402-01-1,0,0.0,0.0,N
LP1Y-RV-301402-01-2,0,0.0,0.0,N
LP1Y-RV-301407-01-1,0,0.0,0.0,N
LP1Y-RV-301407-01-2,0,0.0,0.0,N
LP1Y-RV-301407-01-3,0,0.0,0.0,N
LP1Y-RV-301407-01-4,0,0.0,0.0,N
LP1Y-RV-301407-01-5,0,0.0,0.0,N
LP1Y-RV-301407-01-6,0,0.0,0.0,N
LP1Y-RV-302102-01-1,0,0.0,0.0,N
LP1Y-RV-302102-01-2,0,0.0,0.0,N
LP1Y-RV-302102-01-3,0,0.0,0.0,N
LP1Y-RV-302108-01-1,0,0.0,0.0,N
LP1Y-RV-302108-01-2,0,0.0,0.0,N
LP1Y-RV-302108-01-3,0,0.0,0.0,N
LP1Y-RV-302108-01-4,0,0.0,0.0,N
LP1Y-RV-302108-01-5,0,0.0,0.0,N
LP1Y-RV-302108-01-6,0,0.0,0.0,N
LP1Y-RV-303107-01-1,0,0.0,0.0,N
LP1Y-RV-303107-01-2,0,0.0,0.0,N
LP1Y-RV-303107-01-3,0,0.0,0.0,N
LP1Y-RV-303107-01-4,0,0.0,0.0,N
LP1Y-RV-303107-01-5,0,0.0,0.0,N
LP1Y-RV-303107-01-6,0,0.0,0.0,N
LP1Y-RV-303117-01-1,0,0.0,0.0,N
LP1Y-RV-303117-01-2,0,0.0,0.0,N
LP1Y-RV-350049-01-1,0,0.0,0.0,N
LP1Y-RV-350049-01-2,0,0.0,0.0,N
LP1Y-RV-350049-01-3,0,0.0,0.0,N
LP1Y-RV-350050-01-1,0,0.0,0.0,N
LP1Y-S(130)-018009-01-1,0,0.0,0.0,N
LP1Y-S(130)-018009-01-2,2.46,0.0,0.0,N
LP1Y-S(130)-018013-01-1,18.64,0.0,0.0,N
LP1Y-S(130)-018013-01-2,20.29,0.0,0.0,N
LP1Y-S(130)-018013-01-3,3.49,0.0,0.0,N
LP1Y-S(130)-018017-01-1,0,0.0,0.0,N
LP1Y-S(130)-018017-01-2,0,0.0,0.0,N
LP1Y-S(130)-018017-01-3,0,0.0,0.0,N
LP1Y-S(130)-018018-01-1,7.23,0.0,0.0,N
LP1Y-S(130)-018018-01-2,4.96,0.0,0.0,N
LP1Y-S(130)-018032-02-1,5.49,0.0,0.0,N
LP1Y-S(130)-018032-02-2,5.8,0.0,0.0,N
LP1Y-S(130)-018032-02-3,5.17,0.0,0.0,N
LP1Y-S(130)-018032-02-4,4.51,0.0,0.0,N
LP1Y-S(130)-018032-02-5,0,0.0,0.0,N
LP1Y-S(130)-018032-03-1,5.98,0.0,0.0,N
LP1Y-S(130)-018032-03-2,6.53,0.0,0.0,N
LP1Y-S(130)-018032-03-3,6.14,0.0,0.0,N
LP1Y-S(130)-018032-03-4,7.03,0.0,0.0,N
LP1Y-S(130)-018032-03-5,11.78,0.0,0.0,N
LP1Y-S(130)-018032-03-6,24.32,0.0,0.0,N
LP1Y-S(130)-018032-03-7,4.74,0.0,0.0,N
LP1Y-S(130)-018032-04-1,19.89,0.0,0.0,N
LP1Y-S(130)-018032-04-2,40.5,0.0,0.0,N
LP1Y-S(130)-018032-04-3,30.75,0.0,0.0,N
LP1Y-S(130)-018032-05-1,0.83,0.0,0.0,N
LP1Y-S(130)-018032-05-2,20.57,0.0,0.0,N
LP1Y-S(130)-018032-05-3,22.41,0.0,0.0,N
LP1Y-S(130)-018032-05-4,4.71,0.0,0.0,N
LP1Y-S(130)-018032-05-5,2.94,0.0,0.0,N
LP1Y-S(130)-018062-14-1,6.19,0.0,0.0,N
LP1Y-S(130)-018062-14-2,6.79,0.0,0.0,N
LP1Y-S(130)-018067-02-1,0,0.0,0.0,N
LP1Y-S(130)-018067-02-2,0,0.0,0.0,N
LP1Y-S(130)-018067-03-1,0,0.0,0.0,N
LP1Y-S(130)-018067-03-2,0,0.0,0.0,N
LP1Y-S(130)-018067-03-3,0,0.0,0.0,N
LP1Y-S(130)-018067-05-1,0,0.0,0.0,N
LP1Y-S(130)-018067-05-2,0,0.0,0.0,N
LP1Y-S(130)-018067-05-3,0,0.0,0.0,N
LP1Y-S(130)-018068-02-1,0,0.0,0.0,N
LP1Y-S(130)-018068-02-2,0,0.0,0.0,N
LP1Y-S(130)-018068-02-3,0,0.0,0.0,N
LP1Y-S(130)-018068-02-4,0,0.0,0.0,N
LP1Y-S(130)-018068-05-1,0,0.0,0.0,N
LP1Y-S(130)-018068-05-2,0,0.0,0.0,N
LP1Y-S(130)-018068-05-3,0,0.0,0.0,N
LP1Y-S(130)-018069-02-1,8.03,0.0,0.0,N
LP1Y-S(130)-018069-02-2,10.22,0.0,0.0,N
LP1Y-S(130)-018069-02-3,10.59,0.0,0.0,N
LP1Y-S(130)-018069-05-1,13.02,0.0,0.0,N
LP1Y-S(130)-018069-05-2,35.27,0.0,0.0,N
LP1Y-S(130)-018069-06-1,1.86,0.0,0.0,N
LP1Y-S(130)-018070-03-1,10.19,0.0,0.0,N
LP1Y-S(130)-018070-03-2,5.85,0.0,0.0,N
LP1Y-S(130)-018070-03-3,11.1,0.0,0.0,N
LP1Y-S(130)-018070-04-1,13.73,0.0,0.0,N
LP1Y-S(130)-018070-04-2,21.64,0.0,0.0,N
LP1Y-S(130)-018070-04-3,21.84,0.0,0.0,N
LP1Y-S(130)-018070-04-4,38.68,0.0,0.0,N
LP1Y-S(130)-018070-04-5,1.99,0.0,0.0,N
LP1Y-S(130)-018071-04-1,7.98,0.0,0.0,N
LP1Y-S(130)-018071-04-2,24.56,0.0,0.0,N
LP1Y-S(130)-018071-04-3,3.2,0.0,0.0,N
LP1Y-S(130)-018071-05-1,10.22,0.0,0.0,N
LP1Y-S(130)-018071-05-2,6.69,0.0,0.0,N
LP1Y-S(130)-018071-05-3,5.21,0.0,0.0,N
LP1Y-S(130)-018071-05-4,11.64,0.0,0.0,N
LP1Y-S(130)-018072-02-1,9.16,0.0,0.0,N
LP1Y-S(130)-018072-02-2,20.52,0.0,0.0,N
LP1Y-S(130)-018072-05-1,16.03,0.0,0.0,N
LP1Y-S(130)-018072-05-2,1.88,0.0,0.0,N
LP1Y-S(130)-018072-05-3,0,0.0,0.0,N
LP1Y-S(130)-018076-02-1,7.33,0.0,0.0,N
LP1Y-S(130)-018076-02-2,6.51,0.0,0.0,N
LP1Y-S(130)-018076-02-3,8.66,0.0,0.0,N
LP1Y-S(130)-018076-02-4,13.79,0.0,0.0,N
LP1Y-S(130)-018076-04-1,27.31,0.0,0.0,N
LP1Y-S(130)-018076-04-2,5.71,0.0,0.0,N
LP1Y-S(130)-018076-04-3,1.67,0.0,0.0,N
LP1Y-S(130)-018077-04-1,4.29,0.0,0.0,N
LP1Y-S(130)-018077-04-2,18.29,0.0,0.0,N
LP1Y-S(130)-018077-04-3,9.15,0.0,0.0,N
LP1Y-S(130)-018077-05-1,10.69,0.0,0.0,N
LP1Y-S(130)-018077-06-1,19.42,0.0,0.0,N
LP1Y-S(130)-018077-06-2,11.09,0.0,0.0,N
LP1Y-S(130)-018077-07-1,12.54,0.0,0.0,N
LP1Y-S(130)-018077-07-2,12.39,0.0,0.0,N
LP1Y-S(130)-018077-07-3,1.9,0.0,0.0,N
LP1Y-S(130)-018078-01-1,9.4,0.0,0.0,N
LP1Y-S(130)-018078-01-2,18.42,0.0,0.0,N
LP1Y-S(130)-018078-04-1,27.17,0.0,0.0,N
LP1Y-S(130)-018078-04-2,49.49,0.0,0.0,N
LP1Y-S(130)-018078-04-3,4.96,0.0,0.0,N
LP1Y-S(130)-018078-04-4,2.39,0.0,0.0,N
LP1Y-S(130)-018078-04-5,1.96,0.0,0.0,N
LP1Y-S(130)-018078-04-6,2.73,0.0,0.0,N
LP1Y-S(130)-018079-05-1,10.48,0.0,0.0,N
LP1Y-S(130)-018079-05-2,7.24,0.0,0.0,N
LP1Y-S(130)-018079-08-1,6.75,0.0,0.0,N
LP1Y-S(130)-018079-08-2,4.72,0.0,0.0,N
LP1Y-S(130)-018079-08-3,9.74,0.0,0.0,N
LP1Y-S(130)-018079-08-4,6.67,0.0,0.0,N
LP1Y-S(130)-018079-10-1,13.8,0.0,0.0,N
LP1Y-S(130)-018079-10-2,26.18,0.0,0.0,N
LP1Y-S(130)-018079-11-1,3.34,0.0,0.0,N
LP1Y-S(130)-018079-11-2,1.67,0.0,0.0,N
LP1Y-S(130)-018080-02-1,11.65,0.0,0.0,N
LP1Y-S(130)-018080-02-2,8.59,0.0,0.0,N
LP1Y-S(130)-018080-02-3,8.15,0.0,0.0,N
LP1Y-S(130)-018080-04-1,20.09,0.0,0.0,N
LP1Y-S(130)-018080-04-2,17.21,0.0,0.0,N
LP1Y-S(130)-018080-04-3,4.13,0.0,0.0,N
LP1Y-S(130)-018081-02-1,0,0.0,0.0,N
LP1Y-S(130)-018081-02-2,0,0.0,0.0,N
LP1Y-S(130)-018081-02-3,0,0.0,0.0,N
LP1Y-S(130)-018081-04-1,16.12,0.0,0.0,N
LP1Y-S(130)-018081-04-2,17.25,0.0,0.0,N
LP1Y-S(130)-018081-04-3,7.67,0.0,0.0,N
LP1Y-S(130)-018081-04-4,4.13,0.0,0.0,N
LP1Y-S(130)-018082-02-1,0,0.0,0.0,N
LP1Y-S(130)-018082-02-2,0,0.0,0.0,N
LP1Y-S(130)-018082-02-3,0,0.0,0.0,N
LP1Y-S(130)-018088-02-1,0,0.0,0.0,N
LP1Y-S(130)-018088-02-2,0,0.0,0.0,N
LP1Y-S(130)-018088-02-3,0.78,0.0,0.0,N
LP1Y-S(130)-018092-02-1,0,0.0,0.0,N
LP1Y-S(130)-018092-02-2,0,0.0,0.0,N
LP1Y-S(130)-018092-02-3,0,0.0,0.0,N
LP1Y-S(130)-018092-03-1,0,0.0,0.0,N
LP1Y-S(130)-018092-03-2,0,0.0,0.0,N
LP1Y-S(130)-018092-03-3,0,0.0,0.0,N
LP1Y-S(130)-018101-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-018101-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-018101-02-3,0,0.0,0.0,N
LP1Y-S(130)-018103-02-1,0,0.0,0.0,N
LP1Y-S(130)-018103-02-2,1.72,0.0,0.0,N
LP1Y-S(130)-018103-02-3,0,0.0,0.0,N
LP1Y-S(130)-018103-02-4,0,0.0,0.0,N
LP1Y-S(130)-018105-02-1,0,0.0,0.0,N
LP1Y-S(130)-018105-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-018105-02-3,0.78,0.0,0.0,N
LP1Y-S(130)-018107-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-018107-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-018107-02-3,0,0.0,0.0,N
LP1Y-S(130)-018109-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-018109-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-018109-02-3,0,0.0,0.0,N
LP1Y-S(130)-018111-02-1,0,0.0,0.0,N
LP1Y-S(130)-018111-02-2,0,0.0,0.0,N
LP1Y-S(130)-018111-02-3,0,0.0,0.0,N
LP1Y-S(130)-018113-02-1,0,0.0,0.0,N
LP1Y-S(130)-018113-02-2,0,0.0,0.0,N
LP1Y-S(130)-018113-02-3,0,0.0,0.0,N
LP1Y-S(130)-018115-02-1,0,0.0,0.0,N
LP1Y-S(130)-018115-02-2,0,0.0,0.0,N
LP1Y-S(130)-018115-02-3,0,0.0,0.0,N
LP1Y-S(130)-018117-02-1,0,0.0,0.0,N
LP1Y-S(130)-018117-02-2,0,0.0,0.0,N
LP1Y-S(130)-018117-02-3,0,0.0,0.0,N
LP1Y-S(130)-018119-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-018119-02-2,0,0.0,0.0,N
LP1Y-S(130)-018119-02-3,0,0.0,0.0,N
LP1Y-S(130)-018121-02-1,0,0.0,0.0,N
LP1Y-S(130)-018121-02-2,0,0.0,0.0,N
LP1Y-S(130)-018121-02-3,0.95,0.0,0.0,N
LP1Y-S(130)-018123-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-018123-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-018123-02-3,0,0.0,0.0,N
LP1Y-S(130)-018125-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-018125-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-018125-02-3,0,0.0,0.0,N
LP1Y-S(130)-018127-02-1,0,0.0,0.0,N
LP1Y-S(130)-018127-02-2,2.01,0.0,0.0,N
LP1Y-S(130)-018127-02-3,0.83,0.0,0.0,N
LP1Y-S(130)-018131-01-1,2.81,0.0,0.0,N
LP1Y-S(130)-018131-01-2,1.83,0.0,0.0,N
LP1Y-S(130)-018131-02-1,11.12,0.0,0.0,N
LP1Y-S(130)-018131-02-2,26.41,0.0,0.0,N
LP1Y-S(130)-018132-01-1,47.16,0.0,0.0,N
LP1Y-S(130)-018132-01-2,4.49,0.0,0.0,N
LP1Y-S(130)-018132-01-3,2.3,0.0,0.0,N
LP1Y-S(130)-018134-01-1,12.42,0.0,0.0,N
LP1Y-S(130)-018134-01-2,7.59,0.0,0.0,N
LP1Y-S(130)-018134-01-3,10.22,0.0,0.0,N
LP1Y-S(130)-018134-01-4,1.9,0.0,0.0,N
LP1Y-S(130)-018135-01-1,20.15,0.0,0.0,N
LP1Y-S(130)-018135-01-2,6.8,0.0,0.0,N
LP1Y-S(130)-018135-01-3,9.08,0.0,0.0,N
LP1Y-S(130)-018135-01-4,1.9,0.0,0.0,N
LP1Y-S(130)-018136-01-1,13.78,0.0,0.0,N
LP1Y-S(130)-018136-01-2,12.39,0.0,0.0,N
LP1Y-S(130)-018136-01-3,1.9,0.0,0.0,N
LP1Y-S(130)-018137-01-1,2.13,0.0,0.0,N
LP1Y-S(130)-018137-01-2,1.82,0.0,0.0,N
LP1Y-S(130)-018137-02-1,34.34,0.0,0.0,N
LP1Y-S(130)-018137-02-2,22.83,0.0,0.0,N
LP1Y-S(130)-018141-02-1,0,0.0,0.0,N
LP1Y-S(130)-018141-02-2,0,0.0,0.0,N
LP1Y-S(130)-018141-02-3,0,0.0,0.0,N
LP1Y-S(130)-018143-02-1,0.83,0.0,0.0,N
LP1Y-S(130)-018143-02-2,2.51,0.0,0.0,N
LP1Y-S(130)-018143-02-3,0,0.0,0.0,N
LP1Y-S(130)-018145-02-1,0.79,0.0,0.0,N
LP1Y-S(130)-018145-02-2,2.0,0.0,0.0,N
LP1Y-S(130)-018145-02-3,0,0.0,0.0,N
LP1Y-S(130)-018152-01-1,0,0.0,0.0,N
LP1Y-S(130)-018152-01-2,0,0.0,0.0,N
LP1Y-S(130)-018152-01-3,0,0.0,0.0,N
LP1Y-S(130)-018152-01-4,0,0.0,0.0,N
LP1Y-S(130)-018152-01-5,2.1,0.0,0.0,N
LP1Y-S(130)-018152-01-6,0,0.0,0.0,N
LP1Y-S(130)-018154-01-1,2.72,0.0,0.0,N
LP1Y-S(130)-018154-01-2,3.4,0.0,0.0,N
LP1Y-S(130)-018154-01-3,0,0.0,0.0,N
LP1Y-S(130)-018156-01-1,3.11,0.0,0.0,N
LP1Y-S(130)-018156-01-2,0.95,0.0,0.0,N
LP1Y-S(130)-018156-01-3,0,0.0,0.0,N
LP1Y-S(130)-018156-01-4,0,0.0,0.0,N
LP1Y-S(130)-018158-01-1,2.22,0.0,0.0,N
LP1Y-S(130)-018158-01-2,0,0.0,0.0,N
LP1Y-S(130)-018158-01-3,0,0.0,0.0,N
LP1Y-S(130)-018160-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-018160-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-018160-02-3,0,0.0,0.0,N
LP1Y-S(130)-034035-12-1,0,0.0,0.0,N
LP1Y-S(130)-034035-12-2,0,0.0,0.0,N
LP1Y-S(130)-034046-01-1,7.02,0.0,0.0,N
LP1Y-S(130)-034046-01-2,5.28,0.0,0.0,N
LP1Y-S(130)-034047-01-1,0,0.0,0.0,N
LP1Y-S(130)-034047-01-2,0,0.0,0.0,N
LP1Y-S(130)-034047-01-3,0,0.0,0.0,N
LP1Y-S(130)-034052-01-1,0,0.0,0.0,N
LP1Y-S(130)-034052-01-2,0,0.0,0.0,N
LP1Y-S(130)-034052-01-3,0,0.0,0.0,N
LP1Y-S(130)-034052-02-1,0,0.0,0.0,N
LP1Y-S(130)-034052-04-1,0,0.0,0.0,N
LP1Y-S(130)-034052-04-2,0,0.0,0.0,N
LP1Y-S(130)-034053-01-1,0,0.0,0.0,N
LP1Y-S(130)-034053-01-2,0,0.0,0.0,N
LP1Y-S(130)-034053-01-3,0,0.0,0.0,N
LP1Y-S(130)-034053-01-4,0,0.0,0.0,N
LP1Y-S(130)-034053-01-5,0,0.0,0.0,N
LP1Y-S(130)-034053-01-6,0,0.0,0.0,N
LP1Y-S(130)-034053-03-1,0,0.0,0.0,N
LP1Y-S(130)-034053-03-2,0,0.0,0.0,N
LP1Y-S(130)-034054-01-1,0,0.0,0.0,N
LP1Y-S(130)-034054-01-2,0,0.0,0.0,N
LP1Y-S(130)-034054-01-3,0,0.0,0.0,N
LP1Y-S(130)-034054-03-1,0,0.0,0.0,N
LP1Y-S(130)-034054-03-2,0,0.0,0.0,N
LP1Y-S(130)-034058-02-1,5.24,0.0,0.0,N
LP1Y-S(130)-034058-02-2,9.01,0.0,0.0,N
LP1Y-S(130)-034058-02-3,15.56,0.0,0.0,N
LP1Y-S(130)-034058-02-4,4.41,0.0,0.0,N
LP1Y-S(130)-034077-02-1,0,0.0,0.0,N
LP1Y-S(130)-034077-02-2,0,0.0,0.0,N
LP1Y-S(130)-034077-02-3,0,0.0,0.0,N
LP1Y-S(130)-034077-02-4,0,0.0,0.0,N
LP1Y-S(130)-034077-02-5,0,0.0,0.0,N
LP1Y-S(130)-034103-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-034103-02-2,2.47,0.0,0.0,N
LP1Y-S(130)-034103-02-3,0,100.0,80.0,N
LP1Y-S(130)-034105-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-034105-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-034105-02-3,0,100.0,80.0,N
LP1Y-S(130)-034107-02-1,0.78,0.0,0.0,N
LP1Y-S(130)-034107-02-2,1.97,0.0,0.0,N
LP1Y-S(130)-034107-02-3,0,100.0,80.0,N
LP1Y-S(130)-034117-02-1,0,0.0,0.0,N
LP1Y-S(130)-034117-02-2,0,0.0,0.0,N
LP1Y-S(130)-034117-02-3,0,0.0,0.0,N
LP1Y-S(130)-034119-02-1,0,0.0,0.0,N
LP1Y-S(130)-034119-02-2,0,0.0,0.0,N
LP1Y-S(130)-034119-02-3,0,0.0,0.0,N
LP1Y-S(130)-034180-01-1,2.15,0.0,0.0,N
LP1Y-S(130)-034180-01-2,3.54,0.0,0.0,N
LP1Y-S(130)-034180-01-3,0,0.0,0.0,N
LP1Y-S(130)-034182-01-1,0,0.0,0.0,N
LP1Y-S(130)-034182-01-2,0,0.0,0.0,N
LP1Y-S(130)-034182-01-3,0,0.0,0.0,N
LP1Y-S(130)-165115-01-1,4.17,100.0,100.0,Y
LP1Y-S(130)-165115-01-2,2.82,100.0,100.0,Y
LP1Y-S(130)-165115-01-3,2.35,100.0,100.0,Y
LP1Y-S(130)-165116-01-1,4.17,100.0,100.0,Y
LP1Y-S(130)-165116-01-2,2.78,100.0,100.0,Y
LP1Y-S(130)-165116-01-3,2.36,100.0,100.0,Y
LP1Y-S(130)-165215-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-165215-01-2,3.39,0.0,0.0,N
LP1Y-S(130)-165215-01-3,1.83,100.0,80.0,N
LP1Y-S(130)-165216-01-1,4.17,100.0,100.0,Y
LP1Y-S(130)-165216-01-2,3.03,100.0,100.0,Y
LP1Y-S(130)-165216-01-3,1.83,0.0,0.0,N
LP1Y-S(130)-165315-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-165315-01-2,5.48,0.0,0.0,N
LP1Y-S(130)-165316-01-1,4.17,100.0,100.0,Y
LP1Y-S(130)-165316-01-2,5.5,0.0,0.0,N
LP1Y-S(130)-165317-01-1,5.55,0.0,0.0,N
LP1Y-S(130)-165317-01-2,4.17,0.0,0.0,N
LP1Y-S(130)-165318-01-1,5.2,0.0,0.0,N
LP1Y-S(130)-165318-01-2,4.17,0.0,0.0,N
LP1Y-S(130)-165405-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-165405-01-2,4.05,0.0,0.0,N
LP1Y-S(130)-165405-01-3,1.87,0.0,0.0,N
LP1Y-S(130)-165625-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-165625-01-2,3.72,0.0,0.0,N
LP1Y-S(130)-165625-01-3,1.83,0.0,0.0,N
LP1Y-S(130)-165705-01-1,0,0.0,0.0,N
LP1Y-S(130)-165705-01-2,5.13,0.0,0.0,N
LP1Y-S(130)-165705-01-3,0,0.0,0.0,N
LP1Y-S(130)-165705-01-4,0,0.0,0.0,N
LP1Y-S(130)-165705-01-5,0,0.0,0.0,N
LP1Y-S(130)-165705-01-6,0,0.0,0.0,N
LP1Y-S(130)-165805-01-1,19.88,0.0,0.0,N
LP1Y-S(130)-165805-01-2,3.21,100.0,80.0,N
LP1Y-S(130)-165805-01-3,19.88,0.0,0.0,N
LP1Y-S(130)-165805-01-4,5.36,100.0,80.0,N
LP1Y-S(130)-165805-01-5,8.04,50.0,40.0,N
LP1Y-S(130)-165805-01-6,5.96,75.0,60.0,N
LP1Y-S(130)-165805-01-7,1.23,0.0,0.0,N
LP1Y-S(130)-166105-01-1,8.68,0.0,0.0,N
LP1Y-S(130)-166205-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-166205-01-2,4.57,0.0,0.0,N
LP1Y-S(130)-166205-01-3,1.34,0.0,0.0,N
LP1Y-S(130)-166206-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-166206-01-2,3.82,0.0,0.0,N
LP1Y-S(130)-166206-01-3,1.34,0.0,0.0,N
LP1Y-S(130)-166308-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-166308-01-2,2.66,0.0,0.0,N
LP1Y-S(130)-166308-01-3,2.06,0.0,0.0,N
LP1Y-S(130)-166309-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-166309-01-2,2.66,0.0,0.0,N
LP1Y-S(130)-166309-01-3,1.83,0.0,0.0,N
LP1Y-S(130)-166405-01-1,7.17,0.0,0.0,N
LP1Y-S(130)-166405-01-2,2.4,0.0,0.0,N
LP1Y-S(130)-166501-01-1,7.28,0.0,0.0,N
LP1Y-S(130)-166501-01-2,1.81,0.0,0.0,N
LP1Y-S(130)-166601-01-1,4.17,0.0,0.0,N
LP1Y-S(130)-166601-01-2,4.82,0.0,0.0,N
LP1Y-S(130)-166608-01-1,4.66,0.0,0.0,N
LP1Y-S(130)-166608-01-2,4.17,0.0,0.0,N
LP1Y-S(130)-166701-01-1,21.25,0.0,0.0,N
LP1Y-S(130)-166701-01-2,10.48,0.0,0.0,N
LP1Y-S(130)-166701-01-3,21.25,0.0,0.0,N
LP1Y-S(130)-166701-01-4,7.17,0.0,0.0,N
LP1Y-S(130)-166701-01-5,1.1,0.0,0.0,N
LP1Y-S(130)-166801-01-1,21.25,0.0,0.0,N
LP1Y-S(130)-166801-01-2,10.98,0.0,0.0,N
LP1Y-S(130)-166801-01-3,21.25,0.0,0.0,N
LP1Y-S(130)-166801-01-4,7.83,0.0,0.0,N
LP1Y-S(130)-166801-01-5,1.1,0.0,0.0,N
LP1Y-S(130)-365105-01-1,0,0.0,0.0,N
LP1Y-S(130)-365105-01-2,0,0.0,0.0,N
LP1Y-S(130)-365105-01-3,0,0.0,0.0,N
LP1Y-S(130)-365205-01-1,0,0.0,0.0,N
LP1Y-S(130)-365205-01-2,0,0.0,0.0,N
LP1Y-S(130)-365205-01-3,0,0.0,0.0,N
LP1Y-S(130)-365305-01-1,0,0.0,0.0,N
LP1Y-S(130)-365305-01-2,0,0.0,0.0,N
LP1Y-S(130)-365305-01-3,0,0.0,0.0,N
LP1Y-S(130)-365605-01-1,0,0.0,0.0,N
LP1Y-S(130)-365605-01-2,0,0.0,0.0,N
LP1Y-S(130)-365605-01-3,0,0.0,0.0,N
LP1Y-S(130)-365605-01-4,0,0.0,0.0,N
LP1Y-S(130)-365605-01-5,0,0.0,0.0,N
LP1Y-S(130)-365605-01-6,0,0.0,0.0,N
LP1Y-SC-018061-01-1,3.96,0.0,0.0,N
LP1Y-SC-018102-01-1,0,0.0,0.0,N
LP1Y-SC-018104-01-1,0,0.0,0.0,N
LP1Y-SC-018106-01-1,0,0.0,0.0,N
LP1Y-SC-018108-01-1,0,0.0,0.0,N
LP1Y-SC-018110-01-1,0,0.0,0.0,N
LP1Y-SC-018112-01-1,0,0.0,0.0,N
LP1Y-SC-018114-01-1,0,0.0,0.0,N
LP1Y-SC-018116-01-1,0,0.0,0.0,N
LP1Y-SC-018118-01-1,0,0.0,0.0,N
LP1Y-SC-018120-01-1,3.96,0.0,0.0,N
LP1Y-SC-018122-01-1,5.89,0.0,0.0,N
LP1Y-SC-018124-01-1,3.96,0.0,0.0,N
LP1Y-SC-018126-01-1,3.96,0.0,0.0,N
LP1Y-SC-018128-01-1,3.02,0.0,0.0,N
LP1Y-SC-018142-01-1,0,0.0,0.0,N
LP1Y-SC-018144-01-1,3.96,100.0,80.0,N
LP1Y-SC-018146-01-1,3.97,0.0,0.0,N
LP1Y-SC-018153-01-1,0,0.0,0.0,N
LP1Y-SC-018155-01-1,3.37,0.0,0.0,N
LP1Y-SC-018157-01-1,3.87,0.0,0.0,N
LP1Y-SC-018159-01-1,0,0.0,0.0,N
LP1Y-SC-018161-01-1,0,0.0,0.0,N
LP1Y-SC-034104-01-1,3.88,0.0,0.0,N
LP1Y-SC-034106-01-1,3.96,0.0,0.0,N
LP1Y-SC-034108-01-1,3.96,0.0,0.0,N
LP1Y-SC-034118-01-1,0,0.0,0.0,N
LP1Y-SC-034120-01-1,0,0.0,0.0,N
LP1Y-SC-034181-01-1,4.22,100.0,80.0,N
