Piece Mark,Pipe Length (Quantity),WLD % All (scaled),% Entry (computed),Shipped
LP1Y-H2SO4-101011-02-3,5.38,100.0,100.0,Y
LP1Y-H2SO4-101011-02-4,18.49,100.0,100.0,Y
LP1Y-H2SO4-101303-03-1,1.01,0.0,0.0,N
LP1Y-H2SO4-101303-03-2,3.96,0.0,0.0,N
LP1Y-H2SO4-101303-03-3,5.07,100.0,100.0,Y
LP1Y-H2SO4-101303-03-4,19.06,100.0,100.0,Y
LP1Y-H2SO4-101303-03-5,0,100.0,100.0,Y
LP1Y-H2SO4-101516-01-1,0.6,0.0,0.0,N
LP1Y-H2SO4-101516-01-2,0.82,0.0,0.0,N
LP1Y-H2SO4-101516-01-3,0.21,0.0,0.0,N
LP1Y-H2SO4-101703-03-1,0.68,0.0,0.0,N
LP1Y-H2SO4-101703-03-2,0,0.0,0.0,N
LP1Y-H2SO4-101703-03-3,10.91,100.0,80.0,N
LP1Y-H2SO4-101703-03-4,15.33,0.0,0.0,N
LP1Y-H2SO4-108118-02-1,1.75,0.0,0.0,N
LP1Y-H2SO4-108118-02-2,3.3,0.0,0.0,N
LP1Y-H2SO4-108118-02-3,17.86,100.0,80.0,N
LP1Y-H2SO4-108118-02-4,0,100.0,80.0,N
LP1Y-H2SO4-108220-01-1,1.76,0.0,0.0,N
LP1Y-H2SO4-108220-01-2,3.31,0.0,0.0,N
LP1Y-H2SO4-108220-01-3,17.88,100.0,80.0,N
LP1Y-H2SO4-108220-01-4,0,100.0,80.0,N
LP1Y-H2SO4-178101-01-1,1.67,100.0,80.0,N
LP1Y-H2SO4-178101-01-1-L1,0,100.0,80.0,N
LP1Y-H2SO4-178101-01-2,8.55,0.0,0.0,N
LP1Y-H2SO4-178101-01-3,37.98,100.0,80.0,N
LP1Y-H2SO4-178101-01-4,1.27,100.0,80.0,N
LP1Y-H2SO4-178101-02-1,22.97,100.0,80.0,N
LP1Y-H2SO4-178101-02-2,6.88,0.0,0.0,N
LP1Y-H2SO4-178101-03-1,1.53,0.0,0.0,N
LP1Y-H2SO4-178102-03-1,17.46,100.0,100.0,Y
LP1Y-H2SO4-178102-03-2,6.02,100.0,100.0,Y
LP1Y-H2SO4-178102-03-3,1.25,0.0,0.0,N
LP1Y-H2SO4-178102-04-1,0.94,100.0,80.0,N
LP1Y-H2SO4-178102-04-2,2.1,0.0,0.0,N
LP1Y-H2SO4-178102-04-3,0.83,0.0,0.0,N
LP1Y-H2SO4-178102-04-4,2.29,0.0,0.0,N
LP1Y-H2SO4-178102-04-5,1.83,0.0,0.0,N
LP1Y-H2SO4-178102-04-6,0,100.0,80.0,N
LP1Y-H2SO4-178102-06-1,1.85,100.0,100.0,Y
LP1Y-H2SO4-178102-06-1-L1,0,100.0,100.0,Y
LP1Y-H2SO4-178102-06-2,2.98,100.0,100.0,Y
LP1Y-H2SO4-178102-06-3,4.89,0.0,0.0,N
LP1Y-H2SO4-178102-07-1,1.92,0.0,0.0,N
LP1Y-H2SO4-178102-07-2,2.65,50.0,40.0,N
LP1Y-H2SO4-178102-07-3,3.14,0.0,0.0,N
LP1Y-H2SO4-178102-07-4,1.33,0.0,0.0,N
LP1Y-H2SO4-178102-07-5,16.12,100.0,80.0,N
LP1Y-H2SO4-178102-07-6,7.81,100.0,80.0,N
LP1Y-IPA-010020-05-1,0,0.0,0.0,N
LP1Y-IPA-010020-05-2,2.03,0.0,0.0,N
LP1Y-IPA-010020-05-3,10.33,0.0,0.0,N
LP1Y-IPA-010020-05-4,5.2,0.0,0.0,N
LP1Y-IPA-010020-05-5,9.4,0.0,0.0,N
LP1Y-IPA-111603-01-1,0,0.0,0.0,N
LP1Y-IPA-111603-01-2,11.78,0.0,0.0,N
LP1Y-IPA-111603-02-1,0,0.0,0.0,N
LP1Y-IPA-111603-02-2,3.38,0.0,0.0,N
LP1Y-IPA-111603-02-3,7.25,0.0,0.0,N
LP1Y-IPA-111604-02-1,0,0.0,0.0,N
LP1Y-IPA-111604-02-2,4.56,0.0,0.0,N
LP1Y-IPA-111604-02-3,9.18,0.0,0.0,N
LP1Y-IPA-111604-02-4,1.3,0.0,0.0,N
LP1Y-IPA-111604-02-5,1.42,0.0,0.0,N
LP1Y-IPA-111604-03-1,7.67,0.0,0.0,N
LP1Y-IPA-111604-04-1,2.45,0.0,0.0,N
LP1Y-IPA-111604-04-2,1.52,0.0,0.0,N
LP1Y-IPA-111604-04-3,8.22,0.0,0.0,N
LP1Y-IPA-111604-04-4,15.98,0.0,0.0,N
LP1Y-IPA-111605-01-1,3.62,0.0,0.0,N
LP1Y-IPA-111605-01-2,14.04,0.0,0.0,N
LP1Y-IPA-111605-03-1,9.27,0.0,0.0,N
LP1Y-IPA-111606-01-1,11.18,0.0,0.0,N
LP1Y-IPA-111606-01-2,11.18,0.0,0.0,N
LP1Y-IPA-111606-04-1,0,0.0,0.0,N
LP1Y-IPA-111606-04-2,1.64,0.0,0.0,N
LP1Y-IPA-111606-04-3,4.34,0.0,0.0,N
LP1Y-IPA-111606-04-4,1.89,0.0,0.0,N
LP1Y-IPA-111606-04-5,3.45,0.0,0.0,N
LP1Y-IPA-111606-04-6,14.07,0.0,0.0,N
LP1Y-IPA-111606-04-7,16.5,0.0,0.0,N
LP1Y-IPA-111608-01-1,11.18,0.0,0.0,N
LP1Y-IPA-111608-04-1,3.12,0.0,0.0,N
LP1Y-IPA-111608-04-2,15.62,0.0,0.0,N
LP1Y-IPA-111608-04-3,15.93,0.0,0.0,N
LP1Y-IPA-177101-01-1,0,0.0,0.0,N
LP1Y-IPA-177101-01-2,2.17,0.0,0.0,N
LP1Y-IPA-177101-01-3,4.56,0.0,0.0,N
LP1Y-IPA-177101-01-4,9.3,0.0,0.0,N
LP1Y-IPA-177101-02-1,3.09,0.0,0.0,N
LP1Y-IPA-177101-02-2,28.56,0.0,0.0,N
LP1Y-IPA-177101-03-1,1.63,0.0,0.0,N
LP1Y-IPA-177102-03-1,0,0.0,0.0,N
LP1Y-IPA-177102-03-2,6.02,0.0,0.0,N
LP1Y-IPA-177102-03-3,7.23,0.0,0.0,N
LP1Y-IPA-177102-03-4,21.0,0.0,0.0,N
LP1Y-IPA-177102-04-1,0,0.0,0.0,N
LP1Y-IPA-177102-04-2,1.64,0.0,0.0,N
LP1Y-IPA-177102-04-3,6.15,0.0,0.0,N
LP1Y-IPA-177102-04-4,6.04,0.0,0.0,N
LP1Y-IPA-177102-05-1,10.49,0.0,0.0,N
LP1Y-IPA-177102-05-2,9.01,0.0,0.0,N
LP1Y-IPA-177102-05-3,1.33,0.0,0.0,N
LP1Y-IPA-177102-05-4,1.67,0.0,0.0,N
LP1Y-IPA-177102-05-5,0.46,0.0,0.0,N
LP1Y-IPA-177102-06-1,0,0.0,0.0,N
LP1Y-IPA-177102-06-2,2.62,0.0,0.0,N
LP1Y-IPA-177102-06-3,0.83,0.0,0.0,N
LP1Y-IPA-177102-06-4,2.29,0.0,0.0,N
LP1Y-MTBE-063102-07-1,13.79,0.0,0.0,N
LP1Y-MTBE-112001-01-1,1.19,0.0,0.0,N
LP1Y-MTBE-112001-01-2,7.42,0.0,0.0,N
LP1Y-MTBE-112001-01-3,6.26,0.0,0.0,N
LP1Y-MTBE-112001-03-1,7.16,0.0,0.0,N
LP1Y-MTBE-112103-01-1,0,0.0,0.0,N
LP1Y-MTBE-112103-01-2,6.26,0.0,0.0,N
LP1Y-MTBE-112103-01-3,6.55,0.0,0.0,N
LP1Y-MTBE-112103-02-1,0,0.0,0.0,N
LP1Y-MTBE-112103-02-2,3.1,0.0,0.0,N
LP1Y-MTBE-112103-02-3,4.68,0.0,0.0,N
LP1Y-MTBE-112105-02-1,0,0.0,0.0,N
LP1Y-MTBE-112105-02-2,11.1,0.0,0.0,N
LP1Y-MTBE-112105-02-3,3.18,0.0,0.0,N
LP1Y-MTBE-112105-02-4,0.97,0.0,0.0,N
LP1Y-MTBE-112105-03-1,13.48,0.0,0.0,N
LP1Y-MTBE-112105-04-1,19.18,0.0,0.0,N
LP1Y-MTBE-112107-01-1,9.28,0.0,0.0,N
LP1Y-MTBE-112107-01-2,9.59,0.0,0.0,N
LP1Y-MTBE-112107-03-1,0,0.0,0.0,N
LP1Y-MTBE-112107-03-2,1.64,0.0,0.0,N
LP1Y-MTBE-112107-03-3,3.01,0.0,0.0,N
LP1Y-MTBE-112107-03-4,2.16,0.0,0.0,N
LP1Y-MTBE-112107-03-5,2.65,0.0,0.0,N
LP1Y-MTBE-112107-03-6,8.4,0.0,0.0,N
LP1Y-MTBE-112107-03-7,16.4,0.0,0.0,N
LP1Y-MTBE-112113-01-1,11.16,0.0,0.0,N
LP1Y-MTBE-112113-01-2,8.64,0.0,0.0,N
LP1Y-MTBE-112113-03-1,0,0.0,0.0,N
LP1Y-MTBE-112113-03-2,0,0.0,0.0,N
LP1Y-MTBE-112113-03-3,0,0.0,0.0,N
LP1Y-MTBE-112113-03-4,0,0.0,0.0,N
LP1Y-MTBE-177401-01-1,0,0.0,0.0,N
LP1Y-MTBE-177401-01-2,2.17,0.0,0.0,N
LP1Y-MTBE-177401-01-3,27.62,0.0,0.0,N
LP1Y-MTBE-177401-01-4,20.74,0.0,0.0,N
LP1Y-MTBE-177401-02-1,18.11,0.0,0.0,N
LP1Y-MTBE-177401-02-2,19.83,0.0,0.0,N
LP1Y-MTBE-177401-03-1,1.63,0.0,0.0,N
LP1Y-MTBE-177402-03-1,6.17,0.0,0.0,N
LP1Y-MTBE-177402-03-2,13.02,0.0,0.0,N
LP1Y-MTBE-177402-05-1,0,0.0,0.0,N
LP1Y-MTBE-177402-05-2,0,0.0,0.0,N
LP1Y-MTBE-177402-05-3,0,0.0,0.0,N
LP1Y-MTBE-177402-05-4,0,0.0,0.0,N
LP1Y-MTBE-177402-05-5,0,0.0,0.0,N
LP1Y-MTBE-177402-05-6,0,0.0,0.0,N
LP1Y-MTBE-177402-06-1,11.76,0.0,0.0,N
LP1Y-MTBE-177402-06-2,4.02,0.0,0.0,N
LP1Y-MTBE-177402-06-3,11.6,0.0,0.0,N
LP1Y-MTBE-177402-07-1,0,0.0,0.0,N
LP1Y-MTBE-177402-07-2,2.02,0.0,0.0,N
LP1Y-MTBE-177402-07-3,0.83,0.0,0.0,N
LP1Y-MTBE-177402-07-4,2.29,0.0,0.0,N
LP1Y-MTBE-177402-07-5,1.58,0.0,0.0,N
LP1Y-MTBE-177402-07-6,1.31,0.0,0.0,N
LP1Y-MTBE-177402-09-1,0,0.0,0.0,N
LP1Y-N2(100)-018004-02-1,0,0.0,0.0,N
LP1Y-N2(100)-018004-02-2,0,0.0,0.0,N
LP1Y-N2(100)-018004-03-1,0,0.0,0.0,N
LP1Y-N2(100)-018004-04-1,0,0.0,0.0,N
LP1Y-N2(100)-018004-04-2,0,0.0,0.0,N
LP1Y-N2(100)-018004-04-3,0,0.0,0.0,N
LP1Y-N2(100)-018004-04-4,0,0.0,0.0,N
LP1Y-N2(100)-018010-15-1,10.17,100.0,100.0,Y
LP1Y-N2(100)-018010-15-1-L1,0,100.0,100.0,Y
LP1Y-N2(100)-018010-15-2,7.39,100.0,100.0,Y
LP1Y-N2(100)-018016-01-1,0,0.0,0.0,N
LP1Y-N2(100)-018016-01-2,12.28,100.0,100.0,Y
LP1Y-N2(100)-018019-02-1,0,0.0,0.0,N
LP1Y-N2(100)-018019-02-1-L1,0,100.0,100.0,Y
LP1Y-N2(100)-018019-02-2,12.33,100.0,100.0,Y
LP1Y-N2(100)-018025-02-1,0,100.0,100.0,Y
LP1Y-N2(100)-018025-02-2,3.76,100.0,80.0,N
LP1Y-N2(100)-018025-02-3,19.06,100.0,100.0,Y
LP1Y-N2(100)-018029-02-1,15.2,0.0,0.0,N
LP1Y-N2(100)-018031-02-1,17.21,0.0,0.0,N
LP1Y-N2(100)-018031-02-1-L1,0,100.0,80.0,N
LP1Y-N2(100)-018035-02-1,4.16,0.0,0.0,N
LP1Y-N2(100)-018035-02-1-L1,0,0.0,0.0,N
LP1Y-N2(100)-018035-02-2,13.64,67.0,53.6,N
LP1Y-N2(100)-018038-02-1,0,0.0,0.0,N
LP1Y-N2(100)-018038-02-2,14.51,0.0,0.0,N
LP1Y-N2(100)-018041-02-1,3.71,0.0,0.0,N
LP1Y-N2(100)-018041-02-1-L1,0,0.0,0.0,N
LP1Y-N2(100)-018041-02-2,11.02,0.0,0.0,N
LP1Y-N2(100)-018044-02-1,0,0.0,0.0,N
LP1Y-N2(100)-018044-02-2,12.78,0.0,0.0,N
LP1Y-N2(100)-018044-02-3,9.98,0.0,0.0,N
LP1Y-N2(100)-018057-02-1,2.33,100.0,80.0,N
LP1Y-N2(100)-018057-02-1-L1,0,0.0,0.0,N
LP1Y-N2(100)-018057-02-2,8.7,0.0,0.0,N
LP1Y-N2(100)-018063-02-1,0,0.0,0.0,N
LP1Y-N2(100)-018063-02-2,9.13,0.0,0.0,N
LP1Y-N2(100)-018063-02-3,6.61,0.0,0.0,N
LP1Y-N2(100)-018065-02-1,0,0.0,0.0,N
LP1Y-N2(100)-018065-02-2,7.6,0.0,0.0,N
LP1Y-N2(100)-018065-02-3,19.39,0.0,0.0,N
LP1Y-N2(100)-034005-01-1,0,0.0,0.0,N
LP1Y-N2(100)-034005-01-2,0,0.0,0.0,N
LP1Y-N2(100)-034013-01-1,0,0.0,0.0,N
LP1Y-N2(100)-034013-01-2,0,0.0,0.0,N
LP1Y-N2(100)-034013-01-3,0,0.0,0.0,N
LP1Y-N2(100)-034042-02-1,0,0.0,0.0,N
LP1Y-N2(100)-034042-02-2,0,0.0,0.0,N
LP1Y-N2(100)-034050-03-1,0,0.0,0.0,N
LP1Y-N2(100)-034050-03-2,0,0.0,0.0,N
LP1Y-N2(100)-180004-01-1,0,0.0,0.0,N
LP1Y-N2(100)-180004-01-2,6.15,100.0,100.0,Y
LP1Y-N2(100)-180004-01-3,13.0,100.0,100.0,Y
LP1Y-N2(100)-180005-02-1,13.01,100.0,100.0,Y
LP1Y-N2(100)-180005-02-2,5.53,100.0,100.0,Y
LP1Y-N2(100)-180005-02-3,0,0.0,0.0,N
LP1Y-N2(100)-180008-02-1,2.57,0.0,0.0,N
LP1Y-N2(100)-180008-02-2,15.39,100.0,100.0,Y
LP1Y-N2(100)-180008-02-2X,8.42,100.0,100.0,Y
LP1Y-N2(100)-180008-02-3,20.0,100.0,100.0,Y
LP1Y-N2(100)-180008-02-4,3.08,100.0,100.0,Y
LP1Y-N2(100)-180008-03-1,0,0.0,0.0,N
LP1Y-N2(100)-180008-03-2,0,0.0,0.0,N
LP1Y-N2(100)-180009-02-1,28.67,100.0,100.0,Y
LP1Y-N2(100)-180009-02-2,17.46,67.0,53.6,N
LP1Y-N2(100)-180009-03-1,0,0.0,0.0,N
LP1Y-N2(100)-180009-03-2,0,0.0,0.0,N
LP1Y-N2(100)-180027-01-1,0.99,100.0,100.0,Y
LP1Y-N2(100)-180027-01-2,0.6,100.0,100.0,Y
LP1Y-N2(100)-180027-02-1,13.17,100.0,100.0,Y
LP1Y-N2(100)-180027-02-2,13.81,100.0,100.0,Y
LP1Y-N2(100)-180043-01-1,17.21,100.0,80.0,N
LP1Y-N2(100)-180043-01-2,6.67,100.0,100.0,Y
LP1Y-N2(100)-180045-02-1,9.73,100.0,100.0,Y
LP1Y-N2(100)-180045-02-2,0,0.0,0.0,N
LP1Y-N2(100)-180046-02-1,11.88,43.0,34.4,N
LP1Y-N2(100)-180046-02-2,7.14,100.0,100.0,Y
LP1Y-N2(100)-180046-02-3,0,0.0,0.0,N
LP1Y-N2(100)-180047-02-1,11.54,0.0,0.0,N
LP1Y-N2(100)-180047-02-2,0,0.0,0.0,N
LP1Y-N2(100)-180048-04-1,12.5,0.0,0.0,N
LP1Y-N2(100)-180048-04-2,4.73,0.0,0.0,N
LP1Y-N2(100)-180048-04-3,6.16,0.0,0.0,N
LP1Y-N2(100)-180050-02-1,6.14,0.0,0.0,N
LP1Y-N2(100)-180050-02-2,0,0.0,0.0,N
LP1Y-N2(100)-180068-01-1,7.96,75.0,60.0,N
LP1Y-N2(100)-180068-01-2,32.19,100.0,100.0,Y
LP1Y-N2(100)-180068-01-3,30.52,100.0,100.0,Y
LP1Y-N2(100)-180068-01-4,16.71,0.0,0.0,N
LP1Y-N2(100)-180068-01-5,4.26,80.0,64.0,N
LP1Y-N2(100)-180068-01-6,6.29,0.0,0.0,N
LP1Y-N2(100)-180068-02-1,12.94,100.0,80.0,N
LP1Y-N2(100)-180068-02-2,4.42,0.0,0.0,N
LP1Y-N2(100)-180068-02-3,3.73,0.0,0.0,N
LP1Y-N2(100)-180087-01-1,15.2,100.0,100.0,Y
LP1Y-N2(100)-180087-04-1,11.8,100.0,100.0,Y
LP1Y-N2(100)-180087-04-2,4.99,100.0,100.0,Y
LP1Y-N2(100)-180088-02-1,0,0.0,0.0,N
LP1Y-N2(100)-180088-02-2,4.6,100.0,100.0,Y
LP1Y-N2(100)-180088-02-3,9.6,100.0,100.0,Y
LP1Y-N2(100)-180088-04-1,8.05,100.0,100.0,Y
LP1Y-N2(100)-180088-04-2,0,0.0,0.0,N
LP1Y-N2(100)-180089-01-1,0,0.0,0.0,N
LP1Y-N2(100)-180089-01-1-L1,0,100.0,100.0,Y
LP1Y-N2(100)-180089-01-2,7.5,75.0,60.0,N
LP1Y-N2(100)-180090-01-1,0,100.0,100.0,Y
LP1Y-N2(100)-180090-01-2,21.59,25.0,20.0,N
LP1Y-N2(100)-180090-01-3,15.61,0.0,0.0,N
LP1Y-N2(100)-180090-01-4,0,100.0,100.0,Y
LP1Y-N2(100)-180091-01-1,11.37,0.0,0.0,N
LP1Y-N2(100)-180091-01-1-L1,0,0.0,0.0,N
LP1Y-N2(100)-181001-02-1,3.08,0.0,0.0,N
LP1Y-N2(100)-181001-02-2,14.29,0.0,0.0,N
LP1Y-N2(100)-181001-02-3,0,0.0,0.0,N
LP1Y-N2(100)-181002-02-1,14.29,0.0,0.0,N
LP1Y-N2(100)-181002-02-2,3.08,0.0,0.0,N
LP1Y-N2(100)-181002-02-3,0,0.0,0.0,N
LP1Y-N2(100)-181003-02-1,0,0.0,0.0,N
LP1Y-N2(100)-181003-02-2,0,0.0,0.0,N
LP1Y-N2(100)-181003-02-3,0,0.0,0.0,N
LP1Y-N2(100)-181004-02-1,14.29,0.0,0.0,N
LP1Y-N2(100)-181004-02-2,3.08,0.0,0.0,N
LP1Y-N2(100)-181004-02-3,0,0.0,0.0,N
LP1Y-N2(100)-181006-02-1,30.86,40.0,32.0,N
LP1Y-N2(100)-181006-02-2,19.27,0.0,0.0,N
LP1Y-N2(100)-181007-02-1,31.99,40.0,32.0,N
LP1Y-N2(100)-181007-02-2,19.32,0.0,0.0,N
LP1Y-N2(100)-181010-01-1,15.76,0.0,0.0,N
LP1Y-N2(100)-181010-01-2,10.76,100.0,80.0,N
LP1Y-N2(100)-181010-01-3,6.17,0.0,0.0,N
LP1Y-N2(100)-181010-01-4,2.39,0.0,0.0,N
LP1Y-N2(100)-181010-01-5,2.16,0.0,0.0,N
LP1Y-N2(100)-181012-02-1,16.96,0.0,0.0,N
LP1Y-N2(100)-181012-02-2,15.52,0.0,0.0,N
LP1Y-N2(100)-181012-03-1,1.38,0.0,0.0,N
LP1Y-N2(100)-181012-03-2,2.64,0.0,0.0,N
LP1Y-N2(100)-181012-03-3,4.54,0.0,0.0,N
LP1Y-N2(100)-181016-02-1,17.26,0.0,0.0,N
LP1Y-N2(100)-181016-02-2,17.94,0.0,0.0,N
LP1Y-N2(100)-181016-03-1,1.46,0.0,0.0,N
LP1Y-N2(100)-181016-03-2,2.65,0.0,0.0,N
LP1Y-N2(100)-181016-03-3,4.54,0.0,0.0,N
LP1Y-N2(100)-181020-02-1,29.0,0.0,0.0,N
LP1Y-N2(100)-181020-02-2,16.27,0.0,0.0,N
LP1Y-N2(100)-181020-02-3,6.04,0.0,0.0,N
LP1Y-N2(100)-181020-03-1,1.71,0.0,0.0,N
LP1Y-N2(100)-181020-03-2,2.26,0.0,0.0,N
LP1Y-N2(100)-181022-02-1,16.17,0.0,0.0,N
LP1Y-N2(100)-181022-02-2,8.73,0.0,0.0,N
LP1Y-N2(100)-181022-02-3,4.7,0.0,0.0,N
LP1Y-N2(100)-181022-03-1,1.93,0.0,0.0,N
LP1Y-N2(100)-181022-03-2,3.13,0.0,0.0,N
LP1Y-N2(100)-181024-02-1,17.67,0.0,0.0,N
LP1Y-N2(100)-181024-02-2,17.18,0.0,0.0,N
LP1Y-N2(100)-181024-02-3,5.23,0.0,0.0,N
LP1Y-N2(100)-181024-03-1,2.33,0.0,0.0,N
LP1Y-N2(100)-181024-03-2,2.43,0.0,0.0,N
LP1Y-N2(100)-181027-02-1,16.4,0.0,0.0,N
LP1Y-N2(100)-181027-02-2,15.21,0.0,0.0,N
LP1Y-N2(100)-181027-02-3,3.16,0.0,0.0,N
LP1Y-N2(100)-181027-02-4,1.21,0.0,0.0,N
LP1Y-N2(100)-181031-02-1,7.41,0.0,0.0,N
LP1Y-N2(100)-181031-02-2,7.51,0.0,0.0,N
LP1Y-N2(100)-181075-02-1,14.65,0.0,0.0,N
LP1Y-N2(100)-181076-02-1,3.66,0.0,0.0,N
LP1Y-N2(100)-181076-02-2,8.06,0.0,0.0,N
LP1Y-N2(100)-181077-01-1,11.91,0.0,0.0,N
LP1Y-N2(100)-181077-01-2,4.72,33.0,26.4,N
LP1Y-N2(100)-181078-01-1,12.43,0.0,0.0,N
LP1Y-N2(100)-181078-01-2,6.52,0.0,0.0,N
LP1Y-N2(100)-181079-02-1,6.12,0.0,0.0,N
LP1Y-N2(100)-181079-02-2,7.89,0.0,0.0,N
LP1Y-N2(100)-181080-02-1,10.48,0.0,0.0,N
LP1Y-N2(100)-181080-02-2,7.47,0.0,0.0,N
LP1Y-N2(100)-181081-02-1,7.58,0.0,0.0,N
LP1Y-N2(100)-181082-01-1,26.48,33.0,26.4,N
LP1Y-N2(100)-181082-01-2,22.2,0.0,0.0,N
LP1Y-N2(100)-181082-01-3,3.71,0.0,0.0,N
LP1Y-N2(100)-181090-02-1,0.6,0.0,0.0,N
LP1Y-N2(100)-181090-02-2,6.23,0.0,0.0,N
LP1Y-N2(100)-181090-02-3,12.78,100.0,80.0,N
LP1Y-N2(100)-181090-02-4,15.74,100.0,80.0,N
LP1Y-N2(100)-181091-01-1,2.1,0.0,0.0,N
LP1Y-N2(100)-181103-01-1,16.41,0.0,0.0,N
LP1Y-N2(100)-181104-01-1,9.5,0.0,0.0,N
LP1Y-N2(100)-181104-01-1-L1,0,100.0,80.0,N
LP1Y-N2(100)-181104-01-2,8.33,33.0,26.4,N
LP1Y-N2(100)-181105-01-1,3.35,0.0,0.0,N
LP1Y-N2(100)-181105-02-1,3.42,0.0,0.0,N
LP1Y-N2(100)-181105-02-1-L1,0,0.0,0.0,N
LP1Y-N2(100)-181105-02-2,9.93,0.0,0.0,N
LP1Y-N2(100)-181105-02-3,12.35,100.0,80.0,N
LP1Y-N2(100)-181106-01-1,0,0.0,0.0,N
LP1Y-N2(100)-181106-01-2,4.0,0.0,0.0,N
LP1Y-N2(100)-181106-01-3,13.5,0.0,0.0,N
LP1Y-N2(100)-181106-04-1,16.71,0.0,0.0,N
LP1Y-N2(100)-181106-04-2,16.32,0.0,0.0,N
LP1Y-N2(100)-181106-05-1,0.9,0.0,0.0,N
LP1Y-N2(100)-181106-05-2,5.91,0.0,0.0,N
LP1Y-N2(100)-181106-06-1,2.17,0.0,0.0,N
LP1Y-N2(100)-181107-01-1,0,0.0,0.0,N
LP1Y-N2(100)-181107-01-2,9.86,0.0,0.0,N
LP1Y-N2(100)-181107-01-3,9.25,0.0,0.0,N
LP1Y-N2(100)-181108-01-1,0,0.0,0.0,N
LP1Y-N2(100)-181108-01-2,9.43,0.0,0.0,N
LP1Y-N2(100)-181108-01-3,5.35,0.0,0.0,N
LP1Y-N2(100)-181108-01-4,15.16,0.0,0.0,N
LP1Y-N2(100)-181109-01-1,0,0.0,0.0,N
LP1Y-N2(100)-181109-01-2,6.84,0.0,0.0,N
LP1Y-N2(100)-181109-02-1,9.33,0.0,0.0,N
LP1Y-N2(100)-181109-03-1,15.38,0.0,0.0,N
LP1Y-N2(100)-181110-01-1,0,0.0,0.0,N
LP1Y-N2(100)-181110-01-2,12.15,0.0,0.0,N
LP1Y-N2(100)-181110-02-1,10.32,0.0,0.0,N
LP1Y-N2(100)-181127-02-1,6.75,0.0,0.0,N
LP1Y-N2(100)-181129-02-1,7.6,0.0,0.0,N
LP1Y-N2(100)-199003-02-1,0,0.0,0.0,N
LP1Y-N2(100)-199003-03-1,0,0.0,0.0,N
LP1Y-N2(100)-199003-03-2,0,0.0,0.0,N
LP1Y-N2(100)-199003-03-3,0,0.0,0.0,N
LP1Y-N2(100)-199003-03-4,0,0.0,0.0,N
LP1Y-N2(100)-199003-03-5,0,0.0,0.0,N
LP1Y-N2(100)-350001-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350001-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350001-01-3,0,0.0,0.0,N
LP1Y-N2(100)-350001-01-4,0,0.0,0.0,N
LP1Y-N2(100)-350005-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350005-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350005-01-3,0,0.0,0.0,N
LP1Y-N2(100)-350005-01-4,0,0.0,0.0,N
LP1Y-N2(100)-350006-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350006-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350006-01-3,0,0.0,0.0,N
LP1Y-N2(100)-350007-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350007-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350007-01-3,0,0.0,0.0,N
LP1Y-N2(100)-350011-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350011-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350016-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350016-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350016-02-1,0,0.0,0.0,N
LP1Y-N2(100)-350018-02-1,0,0.0,0.0,N
LP1Y-N2(100)-350018-02-2,0,0.0,0.0,N
LP1Y-N2(100)-350039-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350039-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350039-01-3,0,0.0,0.0,N
LP1Y-N2(100)-350039-01-4,0,0.0,0.0,N
LP1Y-N2(100)-350039-01-5,0,0.0,0.0,N
LP1Y-N2(100)-350040-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350040-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350040-01-3,0,0.0,0.0,N
LP1Y-N2(100)-350040-01-4,0,0.0,0.0,N
LP1Y-N2(100)-350040-01-5,0,0.0,0.0,N
LP1Y-N2(100)-350040-02-1,0,0.0,0.0,N
LP1Y-N2(100)-350040-02-2,0,0.0,0.0,N
LP1Y-N2(100)-350040-02-3,0,0.0,0.0,N
LP1Y-N2(100)-350041-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350041-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350041-01-3,0,0.0,0.0,N
LP1Y-N2(100)-350041-01-4,0,0.0,0.0,N
LP1Y-N2(100)-350041-01-5,0,0.0,0.0,N
LP1Y-N2(100)-350041-03-1,0,0.0,0.0,N
LP1Y-N2(100)-350041-03-2,0,0.0,0.0,N
LP1Y-N2(100)-350041-03-3,0,0.0,0.0,N
LP1Y-N2(100)-350044-01-1,0,0.0,0.0,N
LP1Y-N2(100)-350044-01-2,0,0.0,0.0,N
LP1Y-N2(100)-350044-01-3,0,0.0,0.0,N
LP1Y-N2-101511-01-1,0,0.0,0.0,N
